,Germany,Germany,Germany,Austria,Austria,Austria,Switzerland,Switzerland,Switzerland,Italy,Italy,Italy,Spain,Spain,Spain,France,France,France
,total_count,count,ratio,total_count,count,ratio,total_count,count,ratio,total_count,count,ratio,total_count,count,ratio,total_count,count,ratio
date,,,,,,,,,,,,,,,,,,
2017-05-24,17315,6,0.0003465203580710367,1547.0,0.0,0.0,650.0,0.0,0.0,4803.0,6.0,0.0012492192379762648,11003,6,0.0005453058256839044,6509,3,0.0004609002919035182
2017-05-25,12638,6,0.0004747586643456243,931.0,1.0,0.0010741138560687433,513.0,0.0,0.0,4740.0,7.0,0.0014767932489451476,10484,0,0.0,4805,0,0.0
2017-05-26,18257,1,5.4773511529824174e-05,1400.0,0.0,0.0,693.0,0.0,0.0,4650.0,3.0,0.0006451612903225806,10519,1,9.50660709192889e-05,5529,0,0.0
2017-05-27,10208,0,0.0,880.0,0.0,0.0,424.0,0.0,0.0,3519.0,6.0,0.0017050298380221654,7005,6,0.0008565310492505353,4096,2,0.00048828125
2017-05-28,11420,7,0.0006129597197898424,884.0,0.0,0.0,459.0,0.0,0.0,2811.0,1.0,0.0003557452863749555,6866,3,0.0004369356248179435,4006,0,0.0
2017-05-29,18074,11,0.0006086090516764413,1544.0,0.0,0.0,1030.0,0.0,0.0,4111.0,1.0,0.00024324981756263683,9932,5,0.0005034232782923883,5760,7,0.0012152777777777778
2017-05-30,19486,16,0.000821102329877861,1605.0,1.0,0.0006230529595015577,1538.0,0.0,0.0,4675.0,15.0,0.0032085561497326204,10616,6,0.0005651846269781462,6426,2,0.0003112356053532524
2017-05-31,19645,9,0.0004581318401628913,1584.0,0.0,0.0,1569.0,0.0,0.0,4604.0,0.0,0.0,10765,2,0.00018578727357176033,6252,2,0.0003198976327575176
2017-06-01,20431,11,0.0005383975331603935,1783.0,0.0,0.0,1583.0,0.0,0.0,4565.0,1.0,0.0002190580503833516,10906,12,0.0011003117549972493,6493,1,0.00015401201293700908
2017-06-02,20009,7,0.0003498425708431206,1528.0,0.0,0.0,1523.0,1.0,0.0006565988181221273,3359.0,1.0,0.00029770765108663293,10769,12,0.0011143095923484075,6389,2,0.0003130380341211457
2017-06-03,11191,16,0.0014297203109641676,2203.0,0.0,0.0,2186.0,0.0,0.0,3043.0,1.0,0.00032862306933946765,7011,10,0.001426330052774212,4048,1,0.00024703557312252963
2017-06-04,6309,1,0.0001585037248375337,459.0,0.0,0.0,428.0,0.0,0.0,2588.0,0.0,0.0,5750,1,0.00017391304347826088,3103,1,0.0003222687721559781
2017-06-05,11886,4,0.0003365303718660609,923.0,0.0,0.0,912.0,0.0,0.0,4158.0,0.0,0.0,9392,7,0.0007453151618398638,4774,1,0.00020946795140343527
2017-06-06,17855,9,0.0005040604872584711,1513.0,0.0,0.0,1375.0,0.0,0.0,4586.0,1.0,0.00021805494984736154,10477,23,0.0021952849098024244,5917,0,0.0
2017-06-07,19066,9,0.0004720444770796182,1581.0,0.0,0.0,1600.0,0.0,0.0,4536.0,2.0,0.0004409171075837742,10842,14,0.0012912746725696365,6250,4,0.00064
2017-06-08,19896,5,0.00025130679533574585,1466.0,0.0,0.0,1422.0,0.0,0.0,4280.0,1.0,0.00023364485981308412,10639,8,0.0007519503712754958,6426,1,0.0001556178026766262
2017-06-09,19546,17,0.0008697431699580477,1582.0,0.0,0.0,1414.0,0.0,0.0,4500.0,3.0,0.0006666666666666666,10581,2,0.00018901805122389188,6652,5,0.000751653638003608
2017-06-10,10064,11,0.0010930047694753576,872.0,1.0,0.0011467889908256881,825.0,0.0,0.0,3154.0,5.0,0.0015852885225110971,6917,10,0.0014457134595923088,3872,3,0.0007747933884297521
2017-06-11,11376,3,0.00026371308016877635,968.0,0.0,0.0,857.0,0.0,0.0,2699.0,2.0,0.0007410151908114116,6469,4,0.0006183335909723295,5053,3,0.0005937067088858105
2017-06-12,17496,8,0.0004572473708276177,1544.0,0.0,0.0,1350.0,0.0,0.0,4035.0,0.0,0.0,9792,23,0.0023488562091503267,6012,2,0.00033266799733865603
2017-06-13,19099,9,0.00047122886014974605,1625.0,0.0,0.0,1567.0,0.0,0.0,4327.0,3.0,0.0006933210076265311,10901,5,0.00045867351619117514,6342,4,0.000630715862503942
2017-06-14,18979,1,5.268981505874914e-05,1479.0,1.0,0.000676132521974307,1548.0,0.0,0.0,4291.0,4.0,0.0009321836401771149,10749,6,0.0005581914596706671,5957,0,0.0
2017-06-15,15615,6,0.00038424591738712776,938.0,0.0,0.0,2585.0,0.0,0.0,4428.0,2.0,0.00045167118337850043,10469,4,0.00038208042793007926,6443,2,0.0003104144032283098
2017-06-16,17364,5,0.0002879520847730938,1374.0,0.0,0.0,1460.0,0.0,0.0,4253.0,3.0,0.0007053844345168116,10618,6,0.000565078169146732,6272,2,0.00031887755102040814
2017-06-17,10096,1,9.904912836767037e-05,841.0,0.0,0.0,823.0,1.0,0.001215066828675577,2801.0,4.0,0.0014280614066404856,7336,3,0.0004089422028353326,3719,2,0.0005377789728421619
2017-06-18,12267,2,0.00016303904785196053,898.0,0.0,0.0,840.0,0.0,0.0,2526.0,2.0,0.000791765637371338,6442,7,0.0010866190624029804,5455,0,0.0
2017-06-19,18356,5,0.0002723904990193942,1552.0,0.0,0.0,1326.0,0.0,0.0,4030.0,1.0,0.00024813895781637717,9786,6,0.0006131207847946045,6369,1,0.0001570105197048202
2017-06-20,19586,7,0.00035739814152966406,1600.0,0.0,0.0,1507.0,2.0,0.0013271400132714001,4437.0,1.0,0.000225377507324769,10629,4,0.00037632891146862355,6206,2,0.0003222687721559781
2017-06-21,19341,3,0.00015511090429657206,1741.0,0.0,0.0,1506.0,0.0,0.0,4571.0,0.0,0.0,10857,3,0.00027631942525559546,6572,0,0.0
2017-06-22,19423,9,0.00046336817175513564,1613.0,0.0,0.0,1492.0,0.0,0.0,4405.0,3.0,0.000681044267877412,10906,6,0.0005501558774986246,6067,2,0.00032965221691115873
2017-06-23,19145,29,0.0015147558109166884,1576.0,0.0,0.0,1432.0,1.0,0.0006983240223463687,4283.0,1.0,0.00023348120476301658,10139,0,0.0,6406,6,0.0009366219169528567
2017-06-24,10260,10,0.0009746588693957114,907.0,1.0,0.0011025358324145535,851.0,0.0,0.0,3132.0,1.0,0.00031928480204342275,6826,3,0.00043949604453559916,3990,12,0.0030075187969924814
2017-06-25,11161,8,0.00071678165038975,1005.0,0.0,0.0,918.0,0.0,0.0,2688.0,4.0,0.001488095238095238,6720,5,0.000744047619047619,3899,3,0.0007694280584765325
2017-06-26,17970,50,0.0027824151363383415,1630.0,1.0,0.0006134969325153375,1317.0,0.0,0.0,4140.0,1.0,0.00024154589371980676,9751,7,0.0007178750897343862,5896,2,0.00033921302578018993
2017-06-27,18786,108,0.005748961992973491,1632.0,1.0,0.0006127450980392157,1524.0,1.0,0.0006561679790026247,4532.0,1.0,0.0002206531332744925,10961,11,0.0010035580695192045,6303,4,0.0006346184356655561
2017-06-28,19504,111,0.005691140278917145,1650.0,0.0,0.0,1608.0,0.0,0.0,4444.0,1.0,0.000225022502250225,10667,5,0.0004687353520202494,6192,0,0.0
2017-06-29,20679,120,0.005802988539097636,1635.0,0.0,0.0,1578.0,0.0,0.0,4224.0,2.0,0.0004734848484848485,10945,4,0.0003654636820465966,6251,3,0.00047992321228603423
2017-06-30,19244,6,0.00031178549158179174,1483.0,0.0,0.0,1382.0,0.0,0.0,4435.0,1.0,0.00022547914317925591,10244,16,0.0015618898867629833,6162,2,0.0003245699448231094
2017-07-01,10459,3,0.0002868343053829238,872.0,0.0,0.0,841.0,0.0,0.0,3128.0,2.0,0.0006393861892583121,6680,2,0.0002994011976047904,3971,3,0.0007554772097708386
2017-07-02,10907,2,0.00018336847895846704,937.0,2.0,0.0021344717182497333,927.0,0.0,0.0,2673.0,0.0,0.0,6314,5,0.0007918910357934748,3871,7,0.0018083182640144665
2017-07-03,18269,7,0.000383162734687175,1599.0,0.0,0.0,1354.0,0.0,0.0,4112.0,3.0,0.0007295719844357977,9808,5,0.0005097879282218597,5872,2,0.0003405994550408719
2017-07-04,18809,8,0.00042532830028178,1643.0,3.0,0.0018259281801582471,1443.0,0.0,0.0,4512.0,1.0,0.00022163120567375886,10836,9,0.0008305647840531562,6061,7,0.0011549249298795578
2017-07-05,18933,6,0.00031690698779908097,1663.0,6.0,0.0036079374624173183,1588.0,0.0,0.0,4452.0,1.0,0.00022461814914645105,11270,10,0.0008873114463176575,6376,8,0.0012547051442910915
2017-07-06,19118,3,0.00015692017993513966,1674.0,5.0,0.002986857825567503,1478.0,0.0,0.0,4468.0,4.0,0.0008952551477170994,10677,6,0.000561955605507165,6258,3,0.00047938638542665386
2017-07-07,20174,1,4.95687518588282e-05,1475.0,0.0,0.0,1435.0,0.0,0.0,4181.0,2.0,0.00047835446065534564,10778,5,0.00046390796066060494,6211,2,0.00032200933827080985
2017-07-08,10707,5,0.0004669842159335014,933.0,1.0,0.0010718113612004287,856.0,0.0,0.0,2876.0,2.0,0.0006954102920723226,6924,2,0.00028885037550548814,3944,3,0.0007606490872210953
2017-07-09,11042,2,0.00018112660749864155,904.0,0.0,0.0,804.0,0.0,0.0,2559.0,5.0,0.0019538882375928096,6316,3,0.00047498416719442683,3911,0,0.0
2017-07-10,18058,1,5.537711817477018e-05,1558.0,0.0,0.0,1102.0,0.0,0.0,4011.0,3.0,0.0007479431563201197,10024,8,0.0007980845969672786,5491,0,0.0
2017-07-11,68851,9,0.0001307170556709416,1529.0,0.0,0.0,1294.0,0.0,0.0,4137.0,1.0,0.00024172105390379503,10513,7,0.0006658422904974793,5728,6,0.001047486033519553
2017-07-12,19883,3,0.00015088266358195444,1596.0,1.0,0.0006265664160401002,1423.0,0.0,0.0,4085.0,9.0,0.002203182374541004,10814,6,0.000554836323284631,6041,3,0.0004966065220989903
2017-07-13,18302,8,0.0004371106982843405,1667.0,1.0,0.0005998800239952009,1402.0,0.0,0.0,4281.0,4.0,0.000934361130576968,10476,2,0.00019091256204658267,6112,2,0.0003272251308900524
2017-07-14,18078,4,0.0002212634140944795,1584.0,0.0,0.0,1372.0,0.0,0.0,3926.0,6.0,0.0015282730514518594,10403,5,0.00048063058733057774,4618,0,0.0
2017-07-15,9197,2,0.00021746221593998044,847.0,0.0,0.0,758.0,0.0,0.0,2685.0,3.0,0.0011173184357541898,6775,4,0.0005904059040590406,3609,3,0.0008312551953449709
2017-07-16,9980,3,0.0003006012024048096,850.0,0.0,0.0,779.0,0.0,0.0,2448.0,4.0,0.0016339869281045752,6412,1,0.00015595757953836556,3613,0,0.0
2017-07-17,17212,7,0.00040669300488031606,1410.0,0.0,0.0,1438.0,0.0,0.0,3910.0,1.0,0.0002557544757033248,9535,6,0.0006292606187729418,5313,2,0.0003764351590438547
2017-07-18,18169,14,0.0007705432329792504,1520.0,0.0,0.0,1468.0,0.0,0.0,3949.0,2.0,0.0005064573309698658,10142,3,0.00029579964504042593,5482,7,0.0012769062385990515
2017-07-19,18798,7,0.00037238004042983294,1582.0,0.0,0.0,1453.0,0.0,0.0,4224.0,1.0,0.00023674242424242425,9997,21,0.002100630189056717,5579,5,0.0008962179602079225
2017-07-20,18663,11,0.00058940148957831,1589.0,1.0,0.0006293266205160479,1550.0,0.0,0.0,4069.0,2.0,0.0004915212582944212,10258,5,0.0004874244492103724,5597,4,0.0007146685724495265
2017-07-21,18910,13,0.0006874669487043892,1417.0,0.0,0.0,1367.0,0.0,0.0,3907.0,4.0,0.0010238034297414896,10134,12,0.0011841326228537595,5568,1,0.00017959770114942528
2017-07-22,9638,53,0.005499066196306288,931.0,0.0,0.0,908.0,4.0,0.004405286343612335,3059.0,1.0,0.00032690421706440013,6803,22,0.003233867411436131,3579,2,0.0005588153115395362
2017-07-23,11069,6,0.0005420543861234077,849.0,1.0,0.001177856301531213,871.0,0.0,0.0,2618.0,10.0,0.0038197097020626434,6404,3,0.00046845721424109934,3294,1,0.00030358227079538557
2017-07-24,17403,6,0.0003447681434235477,1479.0,0.0,0.0,1343.0,0.0,0.0,3815.0,3.0,0.0007863695937090433,9546,6,0.0006285355122564425,5158,3,0.0005816207832493214
2017-07-25,17045,14,0.0008213552361396304,1492.0,0.0,0.0,1403.0,1.0,0.0007127583749109052,4236.0,1.0,0.00023607176581680832,10128,5,0.0004936808846761453,5728,8,0.0013966480446927375
2017-07-26,18712,25,0.0013360410431808465,1569.0,0.0,0.0,1570.0,0.0,0.0,4179.0,1.0,0.00023929169657812874,10216,20,0.001957713390759593,5855,1,0.0001707941929974381
2017-07-27,19880,12,0.0006036217303822937,1621.0,1.0,0.0006169031462060457,1510.0,0.0,0.0,4092.0,8.0,0.0019550342130987292,10830,2,0.00018467220683287164,5539,5,0.0009026900162484203
2017-07-28,19111,4,0.00020930354246245618,1447.0,0.0,0.0,1446.0,1.0,0.0006915629322268327,3902.0,5.0,0.0012813941568426447,10265,5,0.0004870920603994155,5654,4,0.0007074637424831977
2017-07-29,10365,4,0.0003859141341051616,910.0,0.0,0.0,843.0,0.0,0.0,2766.0,2.0,0.0007230657989877079,6854,2,0.0002918004085205719,3516,2,0.0005688282138794084
2017-07-30,11903,4,0.0003360497353608334,892.0,0.0,0.0,859.0,0.0,0.0,2456.0,1.0,0.00040716612377850165,6725,2,0.00029739776951672863,3510,0,0.0
2017-07-31,16449,14,0.0008511155693355219,1402.0,0.0,0.0,1159.0,0.0,0.0,3667.0,5.0,0.0013635124079629125,8990,5,0.0005561735261401557,5019,1,0.00019924287706714485
2017-08-01,16972,51,0.0030049493283054443,1590.0,1.0,0.0006289308176100629,938.0,0.0,0.0,4026.0,0.0,0.0,9420,6,0.0006369426751592356,5047,6,0.0011888250445809391
2017-08-02,17891,8,0.00044715219942988095,1480.0,1.0,0.0006756756756756757,1517.0,4.0,0.0026367831245880024,3964.0,1.0,0.0002522704339051463,9290,2,0.00021528525296017224,4972,11,0.0022123893805309734
2017-08-03,17357,74,0.004263409575387451,1569.0,0.0,0.0,1491.0,0.0,0.0,4004.0,0.0,0.0,9675,1,0.00010335917312661498,5106,5,0.0009792401096748924
2017-08-04,17902,90,0.005027371243436487,1414.0,0.0,0.0,1462.0,0.0,0.0,3727.0,1.0,0.00026831231553528306,9474,12,0.001266624445851805,5295,5,0.0009442870632672333
2017-08-05,10145,1,9.857072449482504e-05,938.0,4.0,0.0042643923240938165,888.0,2.0,0.0022522522522522522,3030.0,2.0,0.0006600660066006601,6687,48,0.007178106774338268,3575,1,0.0002797202797202797
2017-08-06,10954,4,0.0003651634106262553,844.0,0.0,0.0,883.0,0.0,0.0,2632.0,1.0,0.00037993920972644377,6292,11,0.0017482517482517483,3474,2,0.0005757052389176742
2017-08-07,17244,7,0.0004059382973787984,1388.0,0.0,0.0,1326.0,0.0,0.0,3651.0,3.0,0.0008216926869350862,8398,13,0.0015479876160990713,4866,1,0.0002055076037813399
2017-08-08,17575,10,0.0005689900426742532,1407.0,1.0,0.0007107320540156361,1542.0,0.0,0.0,3754.0,1.0,0.0002663825253063399,9048,28,0.003094606542882405,5237,2,0.0003818980332251289
2017-08-09,18477,7,0.0003788493803106565,1417.0,0.0,0.0,1510.0,0.0,0.0,3585.0,3.0,0.0008368200836820083,9068,11,0.0012130569033965593,4688,1,0.00021331058020477816
2017-08-10,17939,3,0.00016723340208484307,1369.0,0.0,0.0,1541.0,0.0,0.0,3713.0,3.0,0.0008079719903043361,9177,2,0.00021793614470960008,4970,10,0.002012072434607646
2017-08-11,18947,6,0.00031667282419380375,1516.0,0.0,0.0,1466.0,0.0,0.0,3567.0,0.0,0.0,8978,0,0.0,5152,12,0.002329192546583851
2017-08-12,10735,2,0.0001863064741499767,1064.0,0.0,0.0,865.0,0.0,0.0,2949.0,1.0,0.00033909799932180403,6718,0,0.0,3684,6,0.0016286644951140066
2017-08-13,11332,6,0.0005294740557712672,831.0,0.0,0.0,860.0,0.0,0.0,2251.0,0.0,0.0,6237,1,0.000160333493666827,3292,2,0.0006075334143377885
2017-08-14,17092,5,0.00029253451907325064,1275.0,0.0,0.0,1376.0,0.0,0.0,3156.0,1.0,0.0003168567807351077,8338,3,0.00035979851283281364,4698,13,0.002767134951042997
2017-08-15,16806,8,0.00047602046888016187,893.0,0.0,0.0,1542.0,0.0,0.0,2170.0,0.0,0.0,7071,4,0.000565690849950502,3832,23,0.0060020876826722335
2017-08-16,19289,5,0.00025921509668723106,1445.0,0.0,0.0,1654.0,0.0,0.0,2914.0,0.0,0.0,8978,5,0.0005569169079973268,5079,24,0.004725339633786178
2017-08-17,18408,6,0.0003259452411994785,1434.0,0.0,0.0,1545.0,0.0,0.0,3663.0,1.0,0.000273000273000273,9920,3,0.0003024193548387097,4990,6,0.0012024048096192384
2017-08-18,18068,3,0.00016603940668585344,1364.0,0.0,0.0,1387.0,1.0,0.0007209805335255948,3214.0,1.0,0.00031113876789047915,8975,2,0.00022284122562674094,4952,1,0.00020193861066235866
2017-08-19,10448,2,0.00019142419601837673,891.0,0.0,0.0,845.0,0.0,0.0,2613.0,1.0,0.0003827018752391887,6608,2,0.0003026634382566586,3587,1,0.00027878449958182325
2017-08-20,11252,2,0.00017774617845716317,861.0,0.0,0.0,896.0,1.0,0.0011160714285714285,2289.0,0.0,0.0,6256,1,0.00015984654731457802,3361,1,0.0002975304968759298
2017-08-21,17409,6,0.0003446493193175943,1364.0,0.0,0.0,1388.0,0.0,0.0,3442.0,3.0,0.0008715862870424172,8276,4,0.0004833252779120348,4591,0,0.0
2017-08-22,17886,2,0.00011181930001118193,1438.0,0.0,0.0,1446.0,0.0,0.0,3454.0,2.0,0.0005790387955993051,8990,15,0.0016685205784204673,5050,8,0.0015841584158415843
2017-08-23,17952,8,0.000445632798573975,1505.0,0.0,0.0,1608.0,0.0,0.0,3700.0,3.0,0.0008108108108108108,9278,3,0.0003233455486096141,5225,14,0.002679425837320574
2017-08-24,18646,5,0.00026815402767349565,1505.0,0.0,0.0,1698.0,0.0,0.0,3851.0,2.0,0.0005193456245131135,9172,2,0.00021805494984736154,5385,1,0.00018570102135561745
2017-08-25,13886,9,0.0006481348120409045,1208.0,0.0,0.0,1252.0,6.0,0.004792332268370607,2389.0,5.0,0.002092925910422771,7148,4,0.0005595970900951316,4081,2,0.000490075961774075
2017-08-26,8487,2,0.00023565453045834805,683.0,1.0,0.0014641288433382138,697.0,0.0,0.0,2339.0,1.0,0.00042753313381787086,5368,1,0.00018628912071535022,3454,0,0.0
2017-08-27,10701,10,0.0009344921035417251,888.0,0.0,0.0,921.0,0.0,0.0,2082.0,4.0,0.0019212295869356388,5365,3,0.0005591798695246971,3563,6,0.0016839741790625876
2017-08-28,12268,4,0.00032605151613955004,1151.0,0.0,0.0,1169.0,0.0,0.0,2656.0,1.0,0.00037650602409638556,6581,13,0.001975383680291749,3920,1,0.00025510204081632655
2017-08-29,11933,2,0.00016760244699572614,1121.0,0.0,0.0,1114.0,2.0,0.0017953321364452424,2642.0,0.0,0.0,6674,0,0.0,3966,7,0.0017650025214321734
2017-08-30,12125,6,0.0004948453608247423,1230.0,0.0,0.0,1054.0,0.0,0.0,2733.0,0.0,0.0,6775,3,0.00044280442804428045,4042,10,0.002474022761009401
2017-08-31,12114,2,0.0001650982334489021,1233.0,0.0,0.0,1148.0,0.0,0.0,2716.0,1.0,0.0003681885125184094,6474,4,0.0006178560395427865,3948,2,0.0005065856129685917
2017-09-01,11986,1,8.34306691139663e-05,1166.0,0.0,0.0,1052.0,0.0,0.0,2733.0,7.0,0.002561287961946579,7175,13,0.0018118466898954704,4142,7,0.0016900048285852245
2017-09-02,7885,0,0.0,756.0,0.0,0.0,791.0,0.0,0.0,2489.0,0.0,0.0,5649,3,0.0005310674455655868,3538,2,0.0005652911249293386
2017-09-03,10818,2,0.00018487705675725643,818.0,0.0,0.0,908.0,1.0,0.0011013215859030838,2122.0,0.0,0.0,5413,1,0.00018474043968224645,3668,1,0.0002726281352235551
2017-09-04,11801,5,0.00042369290738073043,1203.0,0.0,0.0,1114.0,0.0,0.0,2664.0,0.0,0.0,6944,1,0.00014400921658986175,4217,1,0.00023713540431586437
2017-09-05,11371,4,0.0003517720517104916,1144.0,1.0,0.0008741258741258741,1094.0,0.0,0.0,2728.0,40.0,0.01466275659824047,6805,2,0.00029390154298310065,3982,5,0.0012556504269211452
2017-09-06,12003,5,0.00041656252603515786,1092.0,0.0,0.0,1048.0,0.0,0.0,2733.0,53.0,0.019392608854738383,7023,0,0.0,4057,4,0.0009859502095144195
2017-09-07,11516,51,0.004428621048975338,1149.0,0.0,0.0,1088.0,0.0,0.0,2930.0,37.0,0.012627986348122866,6923,1,0.0001444460494005489,3922,2,0.0005099439061703213
2017-09-08,12173,3,0.00024644705495769324,1074.0,0.0,0.0,1090.0,0.0,0.0,2957.0,25.0,0.008454514710855596,7267,2,0.0002752167331773772,4664,3,0.0006432246998284735
2017-09-09,8675,7,0.0008069164265129683,836.0,0.0,0.0,890.0,0.0,0.0,2574.0,9.0,0.0034965034965034965,6162,5,0.0008114248620577734,3937,3,0.000762001524003048
2017-09-10,9987,5,0.0005006508460999299,843.0,0.0,0.0,918.0,0.0,0.0,2459.0,8.0,0.0032533550223668157,5842,1,0.00017117425539198904,3594,1,0.0002782415136338342
2017-09-11,11781,2,0.0001697648756472286,1122.0,0.0,0.0,1113.0,0.0,0.0,3017.0,6.0,0.0019887305270135896,7107,2,0.0002814126917123962,4679,5,0.0010686044026501388
2017-09-12,11628,1,8.599931200550395e-05,1032.0,0.0,0.0,1165.0,0.0,0.0,2949.0,12.0,0.004069175991861648,7456,1,0.00013412017167381974,3944,1,0.0002535496957403651
2017-09-13,11785,4,0.00033941450997030124,1109.0,0.0,0.0,1126.0,2.0,0.0017761989342806395,2987.0,9.0,0.003013056578506863,7507,4,0.0005328360197149328,4145,1,0.00024125452352231604
2017-09-14,11728,5,0.00042633015006821284,1199.0,0.0,0.0,1112.0,0.0,0.0,2777.0,11.0,0.003961109110550955,7216,4,0.0005543237250554324,4088,1,0.0002446183953033268
2017-09-15,10694,2,0.0001870207593042828,1055.0,0.0,0.0,988.0,3.0,0.003036437246963563,2690.0,12.0,0.0044609665427509295,7174,3,0.0004181767493727349,3723,4,0.0010744023636852001
2017-09-16,9030,8,0.0008859357696566999,779.0,0.0,0.0,753.0,0.0,0.0,2626.0,11.0,0.004188880426504189,6239,3,0.00048084628946946624,3596,8,0.002224694104560623
2017-09-17,10542,4,0.00037943464238284955,830.0,0.0,0.0,772.0,0.0,0.0,2177.0,17.0,0.0078089113458888375,6022,2,0.00033211557622052476,3660,0,0.0
2017-09-18,17071,4,0.00023431550582859821,1493.0,0.0,0.0,1359.0,0.0,0.0,3865.0,5.0,0.00129366106080207,9643,3,0.0003111065021258944,5189,10,0.001927153594141453
2017-09-19,19352,4,0.00020669698222405952,1581.0,0.0,0.0,1759.0,0.0,0.0,4485.0,12.0,0.0026755852842809363,11117,7,0.0006296662768732571,5888,2,0.00033967391304347825
2017-09-20,19935,14,0.0007022824178580386,1682.0,0.0,0.0,1573.0,0.0,0.0,4288.0,5.0,0.0011660447761194029,11305,71,0.006280406899601946,6077,2,0.0003291097581043278
2017-09-21,12197,13,0.0010658358612773632,1166.0,0.0,0.0,1250.0,1.0,0.0008,2934.0,4.0,0.0013633265167007499,8593,69,0.008029791690911206,4256,0,0.0
2017-09-22,18273,14,0.0007661577190390194,1377.0,0.0,0.0,1502.0,0.0,0.0,3991.0,5.0,0.0012528188423953897,10301,16,0.001553247257547811,5904,2,0.00033875338753387534
2017-09-23,8542,1,0.00011706860220088972,735.0,0.0,0.0,810.0,0.0,0.0,2195.0,1.0,0.00045558086560364467,5957,4,0.0006714789323484975,2927,0,0.0
2017-09-24,10811,2,0.00018499676255665526,822.0,0.0,0.0,905.0,0.0,0.0,2009.0,5.0,0.0024888003982080635,5602,3,0.0005355230274901821,3248,0,0.0
2017-09-25,13266,12,0.0009045680687471732,1213.0,0.0,0.0,1128.0,1.0,0.0008865248226950354,2901.0,4.0,0.0013788348845225785,9559,24,0.0025107228789622345,4320,1,0.0002314814814814815
2017-09-26,13067,2,0.0001530573199663274,2340.0,0.0,0.0,2193.0,0.0,0.0,2947.0,4.0,0.0013573125212080082,7430,16,0.0021534320323014803,4130,2,0.00048426150121065375
2017-09-27,12217,6,0.000491118932634853,1227.0,0.0,0.0,1121.0,0.0,0.0,2961.0,1.0,0.00033772374197906115,8109,6,0.0007399186089530152,4037,0,0.0
2017-09-28,11493,4,0.0003480379361350387,1107.0,0.0,0.0,1105.0,0.0,0.0,3231.0,3.0,0.0009285051067780873,7091,1,0.0001410238330277817,4254,0,0.0
2017-09-29,12217,1,8.185315543914218e-05,961.0,0.0,0.0,1049.0,0.0,0.0,2879.0,4.0,0.0013893713094824591,7930,6,0.0007566204287515763,3702,2,0.0005402485143165856
2017-09-30,8568,0,0.0,716.0,0.0,0.0,795.0,0.0,0.0,2839.0,0.0,0.0,6800,4,0.000588235294117647,3894,2,0.0005136106831022085
2017-10-01,10195,4,0.00039234919077979404,769.0,0.0,0.0,715.0,0.0,0.0,2173.0,1.0,0.0004601932811780948,7956,0,0.0,3424,1,0.0002920560747663551
2017-10-02,11716,1,8.535336292249915e-05,1177.0,1.0,0.0008496176720475786,1015.0,0.0,0.0,3044.0,0.0,0.0,7565,2,0.00026437541308658297,4050,0,0.0
2017-10-03,11742,2,0.00017032873445750298,1415.0,0.0,0.0,1405.0,0.0,0.0,4534.0,3.0,0.0006616674018526688,10015,2,0.00019970044932601097,5505,2,0.00036330608537693006
2017-10-04,18141,2,0.00011024750565018466,1478.0,0.0,0.0,1585.0,0.0,0.0,4742.0,6.0,0.0012652889076339097,11183,3,0.00026826432978628275,5615,1,0.00017809439002671417
2017-10-05,19070,2,0.0001048767697954903,1390.0,0.0,0.0,1475.0,0.0,0.0,4584.0,4.0,0.0008726003490401396,11414,8,0.0007008936393902226,5615,1,0.00017809439002671417
2017-10-06,13303,4,0.0003006840562279185,1076.0,0.0,0.0,1145.0,0.0,0.0,3060.0,3.0,0.000980392156862745,8764,2,0.00022820629849383843,3827,0,0.0
2017-10-07,8237,1,0.00012140342357654485,701.0,0.0,0.0,661.0,0.0,0.0,2561.0,2.0,0.0007809449433814916,6027,1,0.00016592002654720425,3026,0,0.0
2017-10-08,10442,7,0.0006703696609844858,802.0,0.0,0.0,848.0,0.0,0.0,2170.0,1.0,0.0004608294930875576,5690,3,0.0005272407732864675,3000,0,0.0
2017-10-09,12410,4,0.00032232070910556004,1236.0,0.0,0.0,949.0,0.0,0.0,2978.0,4.0,0.001343183344526528,7115,20,0.0028109627547434997,3951,0,0.0
2017-10-10,12475,3,0.0002404809619238477,1301.0,0.0,0.0,1072.0,0.0,0.0,3244.0,4.0,0.0012330456226880395,8145,27,0.0033149171270718232,3755,0,0.0
2017-10-11,17317,5,0.00028873361436738466,1569.0,2.0,0.0012746972594008922,1413.0,0.0,0.0,4202.0,6.0,0.0014278914802475012,10096,16,0.001584786053882726,5075,3,0.0005911330049261083
2017-10-12,13245,2,0.00015100037750094376,1320.0,0.0,0.0,1169.0,1.0,0.000855431993156544,2926.0,2.0,0.000683526999316473,5942,5,0.000841467519353753,3663,7,0.001911001911001911
2017-10-13,12432,7,0.0005630630630630631,1150.0,0.0,0.0,1113.0,0.0,0.0,2966.0,4.0,0.0013486176668914363,6803,4,0.0005879758929883875,3574,1,0.0002797985450475658
2017-10-14,9071,2,0.00022048285745783266,846.0,0.0,0.0,751.0,0.0,0.0,2843.0,2.0,0.0007034822370735139,6299,0,0.0,3270,2,0.0006116207951070336
2017-10-15,12494,14,0.0011205378581719224,1161.0,0.0,0.0,886.0,0.0,0.0,2279.0,2.0,0.0008775778850372971,6000,2,0.0003333333333333333,3292,1,0.00030376670716889426
