,Germany,Germany,Germany,Austria,Austria,Austria,Switzerland,Switzerland,Switzerland,Italy,Italy,Italy,Spain,Spain,Spain,France,France,France
,total_count,count,ratio,total_count,count,ratio,total_count,count,ratio,total_count,count,ratio,total_count,count,ratio,total_count,count,ratio
date,,,,,,,,,,,,,,,,,,
2014-02-11,3227,1,0.0003098853424233034,551.0,0.0,0.0,816.0,0.0,0.0,2028.0,3.0,0.0014792899408284023,4488,1,0.0002228163992869875,2973,2,0.0006727211570803902
2014-02-12,5847,1,0.0001710278775440397,1393.0,0.0,0.0,1949.0,0.0,0.0,2477.0,1.0,0.0004037141703673799,5991,1,0.00016691704223001168,4834,1,0.0002068680182043856
2014-02-13,6505,1,0.00015372790161414298,1687.0,0.0,0.0,1947.0,0.0,0.0,2724.0,0.0,0.0,7077,9,0.001271725307333616,5639,4,0.0007093456286575634
2014-02-14,6254,0,0.0,1555.0,0.0,0.0,1922.0,0.0,0.0,2601.0,0.0,0.0,6734,5,0.0007425007425007425,5474,2,0.00036536353671903543
2014-02-15,3253,0,0.0,900.0,1.0,0.0011111111111111111,1102.0,0.0,0.0,1852.0,0.0,0.0,4728,1,0.00021150592216582064,3446,2,0.0005803830528148578
2014-02-16,3894,1,0.00025680534155110427,1144.0,0.0,0.0,1153.0,0.0,0.0,1628.0,0.0,0.0,4521,0,0.0,3228,0,0.0
2014-02-17,6105,1,0.0001638001638001638,1535.0,1.0,0.0006514657980456026,3367.0,0.0,0.0,2470.0,10.0,0.004048582995951417,6631,1,0.00015080681646810435,5256,0,0.0
2014-02-18,6422,1,0.00015571473061351605,1543.0,1.0,0.0006480881399870382,1712.0,0.0,0.0,2634.0,8.0,0.0030372057706909645,6773,0,0.0,5442,0,0.0
2014-02-19,6582,0,0.0,1602.0,0.0,0.0,1853.0,0.0,0.0,2591.0,7.0,0.002701659590891548,6875,1,0.00014545454545454546,5295,0,0.0
2014-02-20,6324,3,0.0004743833017077799,1480.0,1.0,0.0006756756756756757,1685.0,0.0,0.0,2503.0,3.0,0.0011985617259288853,6757,1,0.0001479946721918011,5239,6,0.0011452567283832794
2014-02-21,6578,0,0.0,1482.0,0.0,0.0,1711.0,0.0,0.0,2379.0,4.0,0.0016813787305590584,6695,0,0.0,5309,0,0.0
2014-02-22,2699,0,0.0,616.0,0.0,0.0,898.0,0.0,0.0,1610.0,0.0,0.0,4203,0,0.0,3485,0,0.0
2014-02-23,4069,0,0.0,869.0,0.0,0.0,1158.0,0.0,0.0,1774.0,1.0,0.0005636978579481398,4317,3,0.0006949270326615705,3384,0,0.0
2014-02-24,6002,4,0.0006664445184938354,1565.0,0.0,0.0,1582.0,0.0,0.0,2532.0,1.0,0.00039494470774091627,5988,3,0.000501002004008016,4876,1,0.00020508613617719443
2014-02-25,6406,4,0.0006244146113019045,1553.0,0.0,0.0,1668.0,0.0,0.0,2522.0,0.0,0.0,6989,3,0.00042924595793389613,5034,2,0.0003972983710766786
2014-02-26,6588,3,0.0004553734061930783,1542.0,0.0,0.0,1661.0,0.0,0.0,2886.0,5.0,0.0017325017325017325,7085,7,0.0009880028228652082,5115,2,0.00039100684261974585
2014-02-27,6499,1,0.00015386982612709647,1452.0,0.0,0.0,1750.0,0.0,0.0,2509.0,0.0,0.0,6947,2,0.0002878940549877645,5315,0,0.0
2014-02-28,6404,2,0.0003123048094940662,1522.0,0.0,0.0,1690.0,0.0,0.0,2450.0,1.0,0.00040816326530612246,6665,9,0.001350337584396099,5097,1,0.00019619383951343929
2014-03-01,3285,0,0.0,854.0,0.0,0.0,897.0,0.0,0.0,1746.0,1.0,0.000572737686139748,4994,2,0.00040048057669203043,3778,0,0.0
2014-03-02,3784,3,0.0007928118393234672,813.0,0.0,0.0,819.0,0.0,0.0,1457.0,0.0,0.0,4469,1,0.00022376370552696352,3216,1,0.0003109452736318408
2014-03-03,5915,3,0.0005071851225697379,1298.0,0.0,0.0,1527.0,1.0,0.0006548788474132286,2330.0,3.0,0.0012875536480686696,5943,4,0.0006730607437321219,4697,0,0.0
2014-03-04,5616,0,0.0,1353.0,0.0,0.0,1571.0,0.0,0.0,2545.0,0.0,0.0,6529,1,0.00015316281206922958,4760,0,0.0
2014-03-05,6348,1,0.0001575299306868305,1512.0,0.0,0.0,1752.0,0.0,0.0,2466.0,2.0,0.0008110300081103001,6960,3,0.0004310344827586207,4810,1,0.0002079002079002079
2014-03-06,6480,1,0.00015432098765432098,1507.0,0.0,0.0,1675.0,0.0,0.0,2466.0,1.0,0.00040551500405515005,7306,11,0.0015056118258965235,4900,0,0.0
2014-03-07,6223,2,0.0003213883978788366,1379.0,0.0,0.0,1854.0,0.0,0.0,2378.0,1.0,0.00042052144659377626,7055,10,0.001417434443656981,4699,0,0.0
2014-03-08,3516,0,0.0,891.0,0.0,0.0,922.0,0.0,0.0,1722.0,0.0,0.0,5092,3,0.000589159465828751,3475,0,0.0
2014-03-09,3798,3,0.0007898894154818325,973.0,0.0,0.0,907.0,0.0,0.0,1440.0,2.0,0.001388888888888889,4527,5,0.001104484205875856,2908,0,0.0
2014-03-10,6125,1,0.00016326530612244898,1455.0,0.0,0.0,1531.0,0.0,0.0,2230.0,0.0,0.0,6667,1,0.00014999250037498125,4508,0,0.0
2014-03-11,6238,1,0.0001603077909586406,1427.0,0.0,0.0,1868.0,0.0,0.0,2356.0,2.0,0.0008488964346349745,7320,3,0.0004098360655737705,4779,1,0.0002092487968194183
2014-03-12,6647,0,0.0,1503.0,1.0,0.0006653359946773121,1701.0,0.0,0.0,2488.0,3.0,0.0012057877813504824,7284,1,0.0001372872048325096,5087,2,0.00039315903282877927
2014-03-13,5915,0,0.0,1299.0,0.0,0.0,1542.0,0.0,0.0,2109.0,0.0,0.0,6584,2,0.00030376670716889426,4618,1,0.00021654395842355997
2014-03-14,1751,1,0.0005711022272986865,141.0,0.0,0.0,335.0,0.0,0.0,636.0,0.0,0.0,3657,0,0.0,1136,1,0.0008802816901408451
2014-03-15,2446,0,0.0,739.0,0.0,0.0,1020.0,0.0,0.0,1420.0,0.0,0.0,5274,6,0.0011376564277588168,3451,10,0.0028977108084613156
2014-03-16,4950,1,0.00020202020202020202,1130.0,0.0,0.0,1323.0,0.0,0.0,1794.0,0.0,0.0,4777,2,0.0004186728072011723,3389,17,0.005016228976099144
2014-03-17,6116,1,0.00016350555918901244,1441.0,0.0,0.0,1461.0,0.0,0.0,2271.0,1.0,0.00044033465433729633,6518,1,0.00015342129487572875,5079,0,0.0
2014-03-18,6378,2,0.00031357792411414236,1554.0,0.0,0.0,1612.0,4.0,0.0024813895781637717,2419.0,0.0,0.0,7226,1,0.0001383891502906172,5131,1,0.00019489378288832586
2014-03-19,4618,1,0.00021654395842355997,952.0,0.0,0.0,1189.0,1.0,0.0008410428931875525,2383.0,2.0,0.000839278220730172,6110,5,0.0008183306055646482,4174,2,0.0004791566842357451
2014-03-20,8228,3,0.00036460865337870687,1548.0,0.0,0.0,2074.0,0.0,0.0,2613.0,0.0,0.0,6851,5,0.0007298204641658152,5413,1,0.00018474043968224645
2014-03-21,3669,2,0.0005451076587626056,662.0,1.0,0.0015105740181268882,1223.0,0.0,0.0,1839.0,0.0,0.0,5460,2,0.0003663003663003663,3596,0,0.0
2014-03-22,3957,0,0.0,937.0,0.0,0.0,1388.0,0.0,0.0,1865.0,1.0,0.0005361930294906167,4737,1,0.00021110407430863416,3814,0,0.0
2014-03-23,3906,1,0.0002560163850486431,988.0,0.0,0.0,877.0,0.0,0.0,1566.0,0.0,0.0,4612,0,0.0,3779,0,0.0
2014-03-24,6817,2,0.00029338418659234265,1506.0,0.0,0.0,1565.0,0.0,0.0,2269.0,0.0,0.0,5844,1,0.00017111567419575633,4915,0,0.0
2014-03-25,6663,3,0.00045024763619990995,1647.0,1.0,0.0006071645415907711,1620.0,0.0,0.0,2622.0,3.0,0.0011441647597254005,6757,6,0.0008879680331508066,5085,0,0.0
2014-03-26,6432,2,0.0003109452736318408,1451.0,2.0,0.0013783597518952446,1982.0,0.0,0.0,2824.0,4.0,0.00141643059490085,7119,6,0.0008428150021070375,4841,0,0.0
2014-03-27,6198,5,0.0008067118425298483,1485.0,0.0,0.0,1709.0,0.0,0.0,2700.0,1.0,0.00037037037037037035,7286,0,0.0,4816,0,0.0
2014-03-28,6302,2,0.00031735956839098697,1383.0,0.0,0.0,1733.0,0.0,0.0,2608.0,1.0,0.0003834355828220859,7017,4,0.0005700441784238278,5501,0,0.0
2014-03-29,3507,1,0.00028514399771884804,864.0,0.0,0.0,1162.0,0.0,0.0,1943.0,3.0,0.001544004117344313,4852,2,0.00041220115416323167,3452,0,0.0
2014-03-30,3837,0,0.0,1100.0,0.0,0.0,1134.0,0.0,0.0,1656.0,1.0,0.0006038647342995169,4363,2,0.00045840018336007336,3955,0,0.0
2014-03-31,6321,0,0.0,1517.0,0.0,0.0,1490.0,0.0,0.0,2657.0,0.0,0.0,6270,1,0.0001594896331738437,4976,0,0.0
2014-04-01,5925,4,0.0006751054852320675,1434.0,1.0,0.000697350069735007,1689.0,6.0,0.003552397868561279,2729.0,0.0,0.0,6979,7,0.0010030090270812437,5255,1,0.00019029495718363463
2014-04-02,6325,2,0.00031620553359683795,1564.0,0.0,0.0,1887.0,1.0,0.0005299417064122947,2839.0,1.0,0.0003522367030644593,7040,19,0.0026988636363636364,5006,0,0.0
2014-04-03,6172,0,0.0,1446.0,0.0,0.0,1642.0,0.0,0.0,2856.0,0.0,0.0,6851,6,0.0008757845569989783,5279,1,0.00018942981625307822
2014-04-04,6092,4,0.0006565988181221273,1474.0,3.0,0.0020352781546811396,1754.0,0.0,0.0,2759.0,2.0,0.0007249003262051468,6700,5,0.0007462686567164179,4997,1,0.00020012007204322593
2014-04-05,3252,2,0.0006150061500615006,868.0,1.0,0.001152073732718894,1119.0,0.0,0.0,1815.0,3.0,0.001652892561983471,4948,3,0.0006063055780113178,3590,2,0.0005571030640668524
2014-04-06,2879,2,0.0006946856547412296,658.0,0.0,0.0,854.0,0.0,0.0,1501.0,1.0,0.0006662225183211193,4401,3,0.0006816632583503749,2733,2,0.0007317965605561653
2014-04-07,6129,1,0.00016315875346712352,1681.0,1.0,0.000594883997620464,1543.0,1.0,0.0006480881399870382,2656.0,1.0,0.00037650602409638556,5940,4,0.0006734006734006734,4934,2,0.00040535062829347385
2014-04-08,6947,0,0.0,1978.0,0.0,0.0,2075.0,0.0,0.0,3072.0,1.0,0.0003255208333333333,6709,3,0.00044716053063049635,5254,9,0.0017129805862200228
2014-04-09,6375,0,0.0,1532.0,0.0,0.0,1568.0,0.0,0.0,2915.0,1.0,0.00034305317324185246,6913,4,0.0005786199913207002,5104,2,0.00039184952978056425
2014-04-10,6703,0,0.0,1601.0,0.0,0.0,1633.0,0.0,0.0,2901.0,1.0,0.0003447087211306446,7199,5,0.0006945409084595083,5555,1,0.00018001800180018
2014-04-11,6604,1,0.00015142337976983646,1625.0,0.0,0.0,1789.0,0.0,0.0,2828.0,2.0,0.0007072135785007072,7023,4,0.0005695571693008686,5082,1,0.0001967729240456513
2014-04-12,2961,1,0.00033772374197906115,864.0,0.0,0.0,1088.0,0.0,0.0,1898.0,0.0,0.0,5060,3,0.0005928853754940712,3346,0,0.0
2014-04-13,3734,3,0.0008034279592929834,919.0,0.0,0.0,1077.0,0.0,0.0,1614.0,0.0,0.0,4513,3,0.0006647462884998893,2870,0,0.0
2014-04-14,6042,0,0.0,1644.0,0.0,0.0,1667.0,0.0,0.0,2548.0,1.0,0.0003924646781789639,6025,1,0.00016597510373443983,4678,1,0.00021376656690893543
2014-04-15,5999,0,0.0,1386.0,0.0,0.0,1588.0,2.0,0.0012594458438287153,2931.0,2.0,0.000682360968952576,6620,1,0.00015105740181268882,4783,4,0.00083629521220991
2014-04-16,6330,1,0.0001579778830963665,1402.0,0.0,0.0,1766.0,0.0,0.0,2787.0,1.0,0.0003588087549336204,6325,8,0.0012648221343873518,4721,6,0.0012709171785638637
2014-04-17,5255,2,0.00038058991436726926,1565.0,0.0,0.0,1557.0,0.0,0.0,2815.0,1.0,0.00035523978685612787,4748,6,0.0012636899747262005,4234,2,0.0004723665564478035
2014-04-18,3814,2,0.0005243838489774515,1314.0,1.0,0.00076103500761035,876.0,0.0,0.0,2368.0,5.0,0.0021114864864864866,3490,5,0.0014326647564469914,4872,4,0.0008210180623973727
2014-04-19,2948,1,0.00033921302578018993,867.0,0.0,0.0,869.0,0.0,0.0,1750.0,2.0,0.001142857142857143,2616,3,0.0011467889908256881,3279,1,0.0003049710277523635
2014-04-20,2340,0,0.0,757.0,0.0,0.0,829.0,0.0,0.0,1239.0,1.0,0.0008071025020177562,3905,3,0.0007682458386683739,2693,0,0.0
2014-04-21,3677,3,0.0008158825129181398,878.0,0.0,0.0,732.0,0.0,0.0,1410.0,0.0,0.0,5313,7,0.0013175230566534915,2985,2,0.0006700167504187605
2014-04-22,5795,1,0.0001725625539257981,1464.0,1.0,0.0006830601092896175,1491.0,0.0,0.0,2572.0,1.0,0.00038880248833592535,6533,5,0.000765345170671973,4711,0,0.0
2014-04-23,6118,0,0.0,1536.0,0.0,0.0,1561.0,0.0,0.0,2836.0,1.0,0.0003526093088857546,6299,8,0.0012700428639466582,4866,2,0.0004110152075626798
2014-04-24,6273,3,0.00047824007651841227,1495.0,0.0,0.0,1632.0,0.0,0.0,2792.0,1.0,0.00035816618911174784,6450,5,0.0007751937984496124,4761,0,0.0
2014-04-25,6306,3,0.0004757373929590866,1527.0,0.0,0.0,1704.0,0.0,0.0,2165.0,0.0,0.0,6556,2,0.0003050640634533252,4904,6,0.0012234910277324632
2014-04-26,3380,0,0.0,893.0,0.0,0.0,840.0,0.0,0.0,1837.0,0.0,0.0,4693,4,0.0008523332623055614,3366,1,0.00029708853238265005
2014-04-27,3736,1,0.0002676659528907923,965.0,0.0,0.0,880.0,0.0,0.0,1761.0,0.0,0.0,4059,2,0.0004927322000492732,3107,0,0.0
2014-04-28,5968,0,0.0,1680.0,1.0,0.0005952380952380953,1635.0,0.0,0.0,2757.0,2.0,0.0007254261878853826,5874,6,0.0010214504596527069,4793,6,0.0012518255789693302
2014-04-29,6353,0,0.0,1601.0,0.0,0.0,1712.0,0.0,0.0,3026.0,2.0,0.0006609385327164573,6645,2,0.00030097817908201655,5073,3,0.0005913660555884093
2014-04-30,5868,1,0.00017041581458759374,1430.0,0.0,0.0,1456.0,0.0,0.0,3087.0,3.0,0.0009718172983479105,6525,3,0.0004597701149425287,4669,3,0.000642535874919683
2014-05-01,3334,2,0.0005998800239952009,807.0,0.0,0.0,1045.0,0.0,0.0,1911.0,1.0,0.0005232862375719519,4256,6,0.0014097744360902255,2280,0,0.0
2014-05-02,5480,0,0.0,1301.0,1.0,0.0007686395080707148,1549.0,0.0,0.0,2316.0,3.0,0.0012953367875647669,5233,7,0.0013376648194152493,4421,2,0.00045238633793259444
2014-05-03,3109,0,0.0,779.0,0.0,0.0,928.0,0.0,0.0,2024.0,1.0,0.0004940711462450593,4333,2,0.00046157396722824835,3112,0,0.0
2014-05-04,3623,0,0.0,844.0,0.0,0.0,802.0,0.0,0.0,1691.0,0.0,0.0,4058,3,0.0007392804337111878,2749,0,0.0
2014-05-05,5993,2,0.0003337226764558652,1481.0,1.0,0.0006752194463200541,1526.0,0.0,0.0,2774.0,0.0,0.0,5802,2,0.0003447087211306446,4548,0,0.0
2014-05-06,6246,2,0.0003202049311559398,1378.0,0.0,0.0,1588.0,0.0,0.0,2863.0,3.0,0.001047851903597625,6612,4,0.0006049606775559589,4825,0,0.0
2014-05-07,6331,0,0.0,1453.0,0.0,0.0,1646.0,0.0,0.0,2945.0,1.0,0.00033955857385398983,6700,5,0.0007462686567164179,4725,2,0.0004232804232804233
2014-05-08,6322,0,0.0,1419.0,0.0,0.0,1583.0,0.0,0.0,2953.0,4.0,0.0013545546901456147,6240,3,0.0004807692307692308,3413,2,0.0005859947260474656
2014-05-09,5896,5,0.0008480325644504749,1392.0,0.0,0.0,1714.0,0.0,0.0,2788.0,0.0,0.0,6021,1,0.00016608536787908985,4735,1,0.00021119324181626187
2014-05-10,3264,2,0.0006127450980392157,781.0,0.0,0.0,984.0,0.0,0.0,1997.0,0.0,0.0,4202,0,0.0,3284,0,0.0
2014-05-11,3486,3,0.0008605851979345956,950.0,0.0,0.0,865.0,0.0,0.0,1640.0,2.0,0.0012195121951219512,3965,4,0.001008827238335435,2813,3,0.001066477070742979
2014-05-12,3883,3,0.0007725985063095545,583.0,0.0,0.0,982.0,0.0,0.0,2374.0,0.0,0.0,4964,3,0.0006043513295729251,3495,1,0.0002861230329041488
2014-05-13,6590,1,0.00015174506828528073,1537.0,1.0,0.0006506180871828237,1761.0,0.0,0.0,3079.0,1.0,0.0003247807729782397,6141,1,0.00016283992835043154,4992,0,0.0
2014-05-14,6323,1,0.00015815277558121145,1350.0,0.0,0.0,1643.0,0.0,0.0,2960.0,1.0,0.00033783783783783786,6203,4,0.0006448492664839593,4899,0,0.0
2014-05-15,6303,2,0.00031730921783277807,1481.0,0.0,0.0,1651.0,0.0,0.0,3097.0,3.0,0.0009686793671294801,5692,11,0.001932536893886156,5065,1,0.00019743336623889436
2014-05-16,5843,6,0.0010268697586856067,1355.0,1.0,0.0007380073800738007,1503.0,0.0,0.0,3000.0,2.0,0.0006666666666666666,5800,4,0.000689655172413793,4963,3,0.0006044731009470078
2014-05-17,3176,2,0.0006297229219143577,764.0,0.0,0.0,915.0,0.0,0.0,2048.0,1.0,0.00048828125,4336,5,0.0011531365313653136,3626,10,0.0027578599007170436
2014-05-18,3760,0,0.0,813.0,0.0,0.0,1101.0,0.0,0.0,1729.0,0.0,0.0,3826,3,0.0007841087297438578,3137,0,0.0
2014-05-19,6377,1,0.00015681354869060687,1460.0,0.0,0.0,1624.0,1.0,0.0006157635467980296,2964.0,2.0,0.0006747638326585695,5562,5,0.0008989572096368213,4625,1,0.00021621621621621621
2014-05-20,5569,1,0.0001795654516071108,1372.0,0.0,0.0,1506.0,0.0,0.0,3074.0,1.0,0.00032530904359141186,5872,7,0.0011920980926430518,4920,2,0.0004065040650406504
2014-05-21,6141,2,0.0003256798567008631,1247.0,0.0,0.0,1619.0,0.0,0.0,2948.0,1.0,0.00033921302578018993,5852,2,0.0003417634996582365,4930,1,0.00020283975659229209
2014-05-22,6227,0,0.0,1493.0,0.0,0.0,1626.0,0.0,0.0,2870.0,0.0,0.0,5947,3,0.0005044560282495376,4729,3,0.0006343835906111228
2014-05-23,5710,0,0.0,1438.0,0.0,0.0,1572.0,0.0,0.0,2739.0,1.0,0.0003650967506389193,5545,9,0.0016230838593327321,5088,2,0.00039308176100628933
2014-05-24,3114,1,0.0003211303789338471,837.0,0.0,0.0,875.0,0.0,0.0,1939.0,0.0,0.0,3793,4,0.0010545742156604272,3598,3,0.0008337965536409116
2014-05-25,4317,4,0.000926569376882094,948.0,0.0,0.0,886.0,0.0,0.0,1731.0,8.0,0.00462160600808781,4083,3,0.0007347538574577516,3481,4,0.0011490950876185005
2014-05-26,6087,1,0.0001642845408247084,1489.0,0.0,0.0,1381.0,0.0,0.0,2820.0,0.0,0.0,5141,5,0.0009725734292939117,4696,1,0.00021294718909710392
2014-05-27,6238,3,0.0004809233728759218,1425.0,0.0,0.0,1550.0,0.0,0.0,2848.0,12.0,0.004213483146067416,5404,5,0.000925240562546262,4837,4,0.0008269588587967748
2014-05-28,4354,0,0.0,912.0,0.0,0.0,1311.0,0.0,0.0,2727.0,11.0,0.004033736707004034,5196,2,0.00038491147036181676,4255,0,0.0
2014-05-29,4525,5,0.0011049723756906078,929.0,0.0,0.0,982.0,0.0,0.0,3172.0,11.0,0.0034678436317780582,5131,5,0.0009744689144416293,3682,2,0.0005431830526887561
2014-05-30,5683,7,0.0012317437972901636,1073.0,0.0,0.0,1587.0,0.0,0.0,3063.0,2.0,0.000652954619653934,4912,3,0.0006107491856677524,4401,0,0.0
2014-05-31,3071,2,0.0006512536633018561,792.0,0.0,0.0,862.0,0.0,0.0,2110.0,1.0,0.00047393364928909954,3547,5,0.00140964195094446,3253,0,0.0
2014-06-01,3653,0,0.0,853.0,0.0,0.0,894.0,0.0,0.0,1728.0,1.0,0.0005787037037037037,3093,3,0.0009699321047526673,2945,0,0.0
2014-06-02,6226,0,0.0,1443.0,0.0,0.0,1437.0,0.0,0.0,2149.0,3.0,0.0013959981386691485,4510,0,0.0,4544,0,0.0
2014-06-03,3463,0,0.0,602.0,0.0,0.0,1095.0,0.0,0.0,2290.0,0.0,0.0,3995,0,0.0,3129,2,0.0006391818472355385
2014-06-04,4935,1,0.00020263424518743666,893.0,0.0,0.0,1241.0,0.0,0.0,2692.0,1.0,0.0003714710252600297,4721,2,0.00042363905952128787,4114,1,0.00024307243558580456
2014-06-05,5813,0,0.0,1301.0,0.0,0.0,1326.0,0.0,0.0,2903.0,6.0,0.0020668274199104374,4946,3,0.000606550748079256,4256,3,0.0007048872180451127
2014-06-06,6683,1,0.00014963339817447254,1655.0,0.0,0.0,2409.0,0.0,0.0,3250.0,6.0,0.0018461538461538461,4696,3,0.0006388415672913117,4966,5,0.0010068465565847766
2014-06-07,2889,1,0.00034614053305642093,682.0,0.0,0.0,873.0,0.0,0.0,2076.0,1.0,0.0004816955684007707,3414,3,0.0008787346221441124,3208,2,0.0006234413965087282
2014-06-08,2694,2,0.0007423904974016332,744.0,0.0,0.0,738.0,1.0,0.0013550135501355014,1962.0,0.0,0.0,3206,2,0.0006238303181534623,2863,2,0.0006985679357317499
2014-06-09,3967,1,0.00025207965717166626,903.0,0.0,0.0,693.0,0.0,0.0,2872.0,1.0,0.00034818941504178273,4246,3,0.000706547338671691,3738,1,0.00026752273943285177
2014-06-10,5963,2,0.000335401643468053,1380.0,1.0,0.0007246376811594203,1504.0,1.0,0.0006648936170212766,3199.0,2.0,0.0006251953735542357,4976,3,0.0006028938906752412,4660,3,0.0006437768240343348
2014-06-11,5894,12,0.0020359687818120122,1411.0,0.0,0.0,1556.0,0.0,0.0,3153.0,2.0,0.0006343165239454488,4672,3,0.0006421232876712328,4873,2,0.0004104247896572953
2014-06-12,5732,4,0.0006978367062107466,1422.0,0.0,0.0,1660.0,0.0,0.0,3110.0,1.0,0.0003215434083601286,4683,5,0.001067691650651292,4969,14,0.002817468303481586
2014-06-13,5373,1,0.00018611576400521124,1383.0,0.0,0.0,1610.0,1.0,0.0006211180124223603,3080.0,3.0,0.000974025974025974,4680,3,0.000641025641025641,4956,12,0.002421307506053269
2014-06-14,2979,2,0.000671366230278617,789.0,0.0,0.0,1062.0,0.0,0.0,2137.0,1.0,0.0004679457182966776,3295,2,0.0006069802731411229,3380,2,0.000591715976331361
2014-06-15,3562,0,0.0,867.0,0.0,0.0,917.0,0.0,0.0,1833.0,0.0,0.0,2934,3,0.0010224948875255625,2959,6,0.002027712064886786
2014-06-16,5763,8,0.0013881658858233559,1409.0,1.0,0.0007097232079489,1492.0,0.0,0.0,3061.0,0.0,0.0,4514,2,0.00044306601683650863,4932,13,0.0026358475263584752
2014-06-17,5840,4,0.0006849315068493151,1415.0,0.0,0.0,1603.0,0.0,0.0,3263.0,3.0,0.0009193993257738277,4783,2,0.000418147606104955,4922,8,0.0016253555465258025
2014-06-18,6109,2,0.0003273858241938124,1318.0,0.0,0.0,1648.0,0.0,0.0,3310.0,4.0,0.0012084592145015106,4888,1,0.00020458265139116204,5218,0,0.0
2014-06-19,5047,1,0.00019813750743015652,933.0,1.0,0.0010718113612004287,1720.0,0.0,0.0,3175.0,0.0,0.0,4334,4,0.0009229349330872173,5016,3,0.0005980861244019139
2014-06-20,5498,1,0.00018188432157148054,1360.0,0.0,0.0,1788.0,0.0,0.0,3052.0,1.0,0.000327653997378768,4432,3,0.0006768953068592057,5061,1,0.00019758940920766647
2014-06-21,3142,2,0.0006365372374283895,805.0,0.0,0.0,940.0,0.0,0.0,2140.0,1.0,0.00046728971962616824,3150,2,0.0006349206349206349,3564,1,0.0002805836139169473
2014-06-22,3430,1,0.0002915451895043732,868.0,0.0,0.0,854.0,0.0,0.0,1666.0,0.0,0.0,2875,2,0.0006956521739130435,2929,2,0.0006828269033799932
2014-06-23,6618,0,0.0,2272.0,0.0,0.0,2178.0,0.0,0.0,3056.0,3.0,0.000981675392670157,4257,5,0.0011745360582569885,4944,4,0.0008090614886731392
2014-06-24,5871,3,0.000510986203372509,1491.0,0.0,0.0,1740.0,0.0,0.0,3082.0,3.0,0.000973393900064893,4693,2,0.0004261666311527807,5208,1,0.00019201228878648233
2014-06-25,6315,0,0.0,1461.0,0.0,0.0,1775.0,0.0,0.0,3104.0,3.0,0.0009664948453608248,4879,4,0.000819840131174421,5043,9,0.001784651992861392
2014-06-26,6072,0,0.0,1433.0,0.0,0.0,1736.0,0.0,0.0,3054.0,2.0,0.0006548788474132286,4843,5,0.0010324179227751394,5074,5,0.0009854158454867955
2014-06-27,6242,4,0.0006408202499198974,1305.0,0.0,0.0,1758.0,0.0,0.0,2977.0,1.0,0.0003359086328518643,4502,5,0.0011106175033318525,4826,1,0.00020721094073767094
2014-06-28,3123,1,0.0003202049311559398,748.0,0.0,0.0,980.0,0.0,0.0,2139.0,0.0,0.0,3125,4,0.00128,3309,2,0.0006044122091266244
2014-06-29,3425,1,0.00029197080291970805,819.0,0.0,0.0,883.0,0.0,0.0,1719.0,0.0,0.0,2869,1,0.0003485535029627048,2855,2,0.0007005253940455342
2014-06-30,5775,3,0.0005194805194805195,1535.0,1.0,0.0006514657980456026,1591.0,2.0,0.001257071024512885,2988.0,2.0,0.0006693440428380187,4231,5,0.001181753722524226,4655,2,0.0004296455424274973
2014-07-01,5521,0,0.0,1198.0,1.0,0.0008347245409015025,1579.0,0.0,0.0,3019.0,14.0,0.004637297118251077,4878,5,0.001025010250102501,4765,2,0.0004197271773347324
2014-07-02,6150,0,0.0,1461.0,0.0,0.0,1751.0,0.0,0.0,3351.0,2.0,0.000596836765144733,4955,4,0.0008072653884964682,5070,1,0.0001972386587771203
2014-07-03,6112,0,0.0,1361.0,0.0,0.0,1629.0,1.0,0.0006138735420503376,2982.0,0.0,0.0,4605,2,0.00043431053203040176,4923,3,0.0006093845216331506
2014-07-04,5555,0,0.0,1254.0,0.0,0.0,1483.0,1.0,0.0006743088334457181,2905.0,1.0,0.00034423407917383823,4709,0,0.0,4913,0,0.0
2014-07-05,3030,0,0.0,858.0,0.0,0.0,948.0,0.0,0.0,2189.0,1.0,0.00045682960255824577,3210,3,0.0009345794392523365,3437,1,0.0002909514111143439
2014-07-06,3381,0,0.0,765.0,0.0,0.0,872.0,0.0,0.0,1711.0,1.0,0.0005844535359438924,2860,0,0.0,2955,0,0.0
2014-07-07,5802,0,0.0,1349.0,0.0,0.0,1525.0,0.0,0.0,2897.0,1.0,0.00034518467380048324,4288,2,0.0004664179104477612,4656,3,0.0006443298969072165
2014-07-08,6123,2,0.00032663726931242854,1358.0,0.0,0.0,1466.0,6.0,0.004092769440654843,3031.0,0.0,0.0,4660,1,0.00021459227467811158,4817,0,0.0
2014-07-09,6226,1,0.00016061676839062,1298.0,0.0,0.0,1572.0,0.0,0.0,2828.0,5.0,0.001768033946251768,4847,6,0.0012378791004745203,4653,5,0.001074575542660649
2014-07-10,6025,1,0.00016597510373443983,1407.0,0.0,0.0,1530.0,0.0,0.0,2780.0,1.0,0.00035971223021582735,4867,6,0.0012327922745017466,4630,25,0.005399568034557235
2014-07-11,5782,0,0.0,1336.0,0.0,0.0,1535.0,0.0,0.0,2733.0,2.0,0.0007317965605561653,4617,5,0.0010829542993285683,4530,17,0.0037527593818984547
2014-07-12,3012,0,0.0,715.0,0.0,0.0,825.0,0.0,0.0,1918.0,1.0,0.0005213764337851929,3497,3,0.0008578781812982557,2914,1,0.00034317089910775565
