"HealthTopic","Population","Indicator","Unit","Time","RegionCode","RegionName","NumValue","TxtValue"
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-03","BE","Belgium",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-03","CZ","Czechia",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-03","DE","Germany",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-03","DK","Denmark",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-03","EE","Estonia",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-03","EL","Greece",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-03","ES","Spain",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-03","EU27_21","EU (without UK)",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-03","EU27_UK_21","EU (with UK until 2019)",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-03","EUEEA30_21","EU/EEA (without UK)",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-03","EUEEAUK_21","EU/EEA (with UK until 2019)",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-03","FI","Finland",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-03","FR","France",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-03","HU","Hungary",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-03","IE","Ireland",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-03","IT","Italy",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-03","LT","Lithuania",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-03","LU","Luxembourg",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-03","LV","Latvia",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-03","MT","Malta",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-03","PL","Poland",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-03","RO","Romania",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-03","SE","Sweden",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-03","SI","Slovenia",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-03","SK","Slovakia",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-03","UK","United Kingdom",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-04","AT","Austria",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-04","BE","Belgium",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-04","CZ","Czechia",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-04","DE","Germany",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-04","DK","Denmark",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-04","EE","Estonia",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-04","EL","Greece",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-04","ES","Spain",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-04","EU27_21","EU (without UK)",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-04","EU27_UK_21","EU (with UK until 2019)",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-04","EUEEA30_21","EU/EEA (without UK)",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-04","EUEEAUK_21","EU/EEA (with UK until 2019)",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-04","FI","Finland",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-04","FR","France",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-04","HU","Hungary",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-04","IE","Ireland",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-04","IT","Italy",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-04","LT","Lithuania",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-04","LU","Luxembourg",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-04","LV","Latvia",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-04","MT","Malta",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-04","PL","Poland",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-04","RO","Romania",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-04","SE","Sweden",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-04","SI","Slovenia",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-04","SK","Slovakia",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-04","UK","United Kingdom",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-05","AT","Austria",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-05","BE","Belgium",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-05","CZ","Czechia",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-05","DE","Germany",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-05","DK","Denmark",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-05","EE","Estonia",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-05","EL","Greece",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-05","ES","Spain",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-05","EU27_21","EU (without UK)",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-05","EU27_UK_21","EU (with UK until 2019)",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-05","EUEEA30_21","EU/EEA (without UK)",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-05","EUEEAUK_21","EU/EEA (with UK until 2019)",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-05","FI","Finland",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-05","FR","France",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-05","HU","Hungary",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-05","IE","Ireland",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-05","IT","Italy",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-05","LT","Lithuania",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-05","LU","Luxembourg",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-05","LV","Latvia",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-05","MT","Malta",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-05","PL","Poland",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-05","RO","Romania",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-05","SE","Sweden",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-05","SI","Slovenia",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-05","SK","Slovakia",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-05","UK","United Kingdom",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-06","AT","Austria",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-06","BE","Belgium",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-06","CZ","Czechia",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-06","DE","Germany",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-06","DK","Denmark",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-06","EE","Estonia",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-06","EL","Greece",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-06","ES","Spain",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-06","EU27_21","EU (without UK)",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-06","EU27_UK_21","EU (with UK until 2019)",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-06","EUEEA30_21","EU/EEA (without UK)",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-06","EUEEAUK_21","EU/EEA (with UK until 2019)",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-06","FI","Finland",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-06","FR","France",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-06","HU","Hungary",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-06","IE","Ireland",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-06","IT","Italy",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-06","LT","Lithuania",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-06","LU","Luxembourg",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-06","LV","Latvia",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-06","MT","Malta",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-06","PL","Poland",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-06","RO","Romania",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-06","SE","Sweden",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-06","SI","Slovenia",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-06","SK","Slovakia",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-06","UK","United Kingdom",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-07","AT","Austria",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-07","BE","Belgium",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-07","CZ","Czechia",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-07","DE","Germany",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-07","DK","Denmark",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-07","EE","Estonia",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-07","EL","Greece",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-07","ES","Spain",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-07","EU27_21","EU (without UK)",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-07","EU27_UK_21","EU (with UK until 2019)",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-07","EUEEA30_21","EU/EEA (without UK)",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-07","EUEEAUK_21","EU/EEA (with UK until 2019)",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-07","FI","Finland",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-07","FR","France",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-07","HU","Hungary",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-07","IE","Ireland",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-07","IT","Italy",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-07","LT","Lithuania",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-07","LU","Luxembourg",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-07","LV","Latvia",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-07","MT","Malta",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-07","PL","Poland",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-07","RO","Romania",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-07","SE","Sweden",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-07","SI","Slovenia",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-07","SK","Slovakia",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-07","UK","United Kingdom",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-08","AT","Austria",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-08","BE","Belgium",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-08","CZ","Czechia",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-08","DE","Germany",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-08","DK","Denmark",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-08","EE","Estonia",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-08","EL","Greece",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-08","ES","Spain",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-08","EU27_21","EU (without UK)",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-08","EU27_UK_21","EU (with UK until 2019)",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-08","EUEEA30_21","EU/EEA (without UK)",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-08","EUEEAUK_21","EU/EEA (with UK until 2019)",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-08","FI","Finland",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-08","FR","France",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-08","HU","Hungary",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-08","IE","Ireland",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-08","IT","Italy",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-08","LT","Lithuania",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-08","LU","Luxembourg",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-08","LV","Latvia",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-08","MT","Malta",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-08","PL","Poland",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-08","RO","Romania",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-08","SE","Sweden",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-08","SI","Slovenia",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-08","SK","Slovakia",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-08","UK","United Kingdom",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-09","AT","Austria",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-09","BE","Belgium",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-09","CZ","Czechia",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-09","DE","Germany",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-09","DK","Denmark",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-09","EE","Estonia",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-09","EL","Greece",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-09","ES","Spain",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-09","EU27_21","EU (without UK)",2.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-09","EU27_UK_21","EU (with UK until 2019)",2.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-09","EUEEA30_21","EU/EEA (without UK)",2.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-09","EUEEAUK_21","EU/EEA (with UK until 2019)",2.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-09","FI","Finland",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-09","FR","France",2.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-09","HU","Hungary",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-09","IE","Ireland",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-09","IT","Italy",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-09","LT","Lithuania",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-09","LU","Luxembourg",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-09","LV","Latvia",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-09","MT","Malta",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-09","PL","Poland",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-09","RO","Romania",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-09","SE","Sweden",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-09","SI","Slovenia",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-09","SK","Slovakia",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-09","UK","United Kingdom",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-10","AT","Austria",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-10","BE","Belgium",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-10","CZ","Czechia",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-10","DE","Germany",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-10","DK","Denmark",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-10","EE","Estonia",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-10","EL","Greece",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-10","ES","Spain",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-10","EU27_21","EU (without UK)",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-10","EU27_UK_21","EU (with UK until 2019)",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-10","EUEEA30_21","EU/EEA (without UK)",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-10","EUEEAUK_21","EU/EEA (with UK until 2019)",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-10","FI","Finland",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-10","FR","France",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-10","HU","Hungary",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-10","IE","Ireland",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-10","IT","Italy",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-10","LT","Lithuania",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-10","LU","Luxembourg",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-10","LV","Latvia",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-10","MT","Malta",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-10","PL","Poland",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-10","RO","Romania",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-10","SE","Sweden",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-10","SI","Slovenia",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-10","SK","Slovakia",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-10","UK","United Kingdom",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-11","AT","Austria",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-11","BE","Belgium",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-11","CZ","Czechia",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-11","DE","Germany",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-11","DK","Denmark",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-11","EE","Estonia",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-11","EL","Greece",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-11","ES","Spain",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-11","EU27_21","EU (without UK)",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-11","EU27_UK_21","EU (with UK until 2019)",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-11","EUEEA30_21","EU/EEA (without UK)",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-11","EUEEAUK_21","EU/EEA (with UK until 2019)",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-11","FI","Finland",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-11","FR","France",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-11","HU","Hungary",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-11","IE","Ireland",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-11","IT","Italy",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-11","LT","Lithuania",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-11","LU","Luxembourg",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-11","LV","Latvia",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-11","MT","Malta",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-11","PL","Poland",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-11","RO","Romania",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-11","SE","Sweden",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-11","SI","Slovenia",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-11","SK","Slovakia",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-11","UK","United Kingdom",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-12","AT","Austria",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-12","BE","Belgium",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-12","CZ","Czechia",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-12","DE","Germany",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-12","DK","Denmark",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-12","EE","Estonia",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-12","EL","Greece",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-12","ES","Spain",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-12","EU27_21","EU (without UK)",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-12","EU27_UK_21","EU (with UK until 2019)",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-12","EUEEA30_21","EU/EEA (without UK)",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-12","EUEEAUK_21","EU/EEA (with UK until 2019)",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-12","FI","Finland",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-12","FR","France",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-12","HU","Hungary",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-12","IE","Ireland",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-12","IT","Italy",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-12","LT","Lithuania",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-12","LU","Luxembourg",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-12","LV","Latvia",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-12","MT","Malta",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-12","PL","Poland",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-12","RO","Romania",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-12","SE","Sweden",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-12","SI","Slovenia",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-12","SK","Slovakia",0.000000000,""
"Chikungunya virus disease","Locally acquired cases","Reported cases","N","2010-12","UK","United Kingdom",0.000000000,""
