country,qid,year,month,views,total_views,views_norm
DE,Q243257,2026,3,4259,966588633.0,4.4062177586150035
DE,Q243257,2026,4,1184,940856808.0,1.2584274141745913
DE,Q243257,2026,5,514,949380450.0,0.5414057135893203
DE,Q2502726,2024,8,11326,1068072391.0,10.604150145100043
DE,Q2502726,2024,9,8726,1019541571.0,8.558748606436176
DE,Q2502726,2024,10,321,1066646637.0,0.30094315105406366
DE,Q27958,2023,5,498,1065602480.0,0.46734125468626914
DE,Q27958,2023,6,468,1019080224.0,0.4592376429041567
DE,Q27958,2023,7,239,1096200614.0,0.21802578556118196
DE,Q27958,2023,8,1146,1072558100.0,1.0684735866523223
DE,Q27958,2023,9,1239,992596368.0,1.248241520867624
DE,Q27958,2024,4,127,1077280119.0,0.11788948645770006
DE,Q27958,2024,5,335,1083180889.0,0.30927428964267856
DE,Q27958,2024,6,1319,1055978549.0,1.2490784033909388
DE,Q27958,2024,7,690,1063682946.0,0.6486895391100874
DE,Q27958,2024,8,549,1068072391.0,0.5140101032721105
DE,Q27958,2024,9,221,1019541571.0,0.21676408916140213
DE,Q30953,2023,2,4581,1008121796.0,4.544093797174483
DE,Q30953,2023,3,5917,1130556117.0,5.2337074746020775
DE,Q30953,2023,4,6380,1058416300.0,6.02787390934928
DE,Q30953,2023,5,6410,1065602480.0,6.015376390640532
DE,Q30953,2023,6,7763,1019080224.0,7.6176534655234365
DE,Q30953,2023,7,13875,1096200614.0,12.657354705696232
DE,Q30953,2023,8,11473,1072558100.0,10.69685642204371
DE,Q30953,2023,9,36910,992596368.0,37.185306323828904
DE,Q30953,2023,10,10229,1104086001.0,9.264676837434152
DE,Q30953,2023,11,5597,1078845169.0,5.187954825054234
DE,Q30953,2023,12,6631,1155406164.0,5.739107343034739
DE,Q30953,2024,1,8101,1335740029.0,6.0648028988580975
DE,Q30953,2024,2,17030,1116155910.0,15.257725061008726
DE,Q30953,2024,3,12959,1142964188.0,11.338063025995702
DE,Q30953,2024,4,13554,1077280119.0,12.58168582242257
DE,Q30953,2024,5,10586,1083180889.0,9.77306755270864
DE,Q30953,2024,6,24910,1055978549.0,23.589494335457374
DE,Q30953,2024,7,53640,1063682946.0,50.4285606925581
DE,Q30953,2024,8,11552,1068072391.0,10.815746289616431
DE,Q30953,2024,9,6766,1019541571.0,6.63631596047985
DE,Q30953,2024,10,5725,1066646637.0,5.367288285933067
DE,Q30953,2024,11,4680,1015043685.0,4.610638999246619
DE,Q30953,2024,12,3293,1089010277.0,3.023846578446936
DE,Q30953,2025,1,4742,1204433626.0,3.9371202344694423
DE,Q30953,2025,2,3802,1023400858.0,3.715064307675224
DE,Q30953,2025,3,5165,1106946392.0,4.665989281258708
DE,Q30953,2025,4,1164,1028668272.0,1.1315601265088888
DE,Q30953,2025,5,2703,1026492186.0,2.6332397234634186
DE,Q30953,2025,6,3777,943474520.0,4.003287762344657
DE,Q30953,2025,7,4859,965067983.0,5.034878459956121
DE,Q30953,2025,8,7256,993169707.0,7.305901447515656
DE,Q30953,2025,9,5250,978761012.0,5.363924324357946
DE,Q30953,2025,10,3331,1047346829.0,3.1804173247752296
DE,Q30953,2025,11,2520,1039298236.0,2.4247130541651374
DE,Q30953,2025,12,4514,1079604451.0,4.181160975965631
DE,Q30953,2026,1,3192,1172287155.0,2.722882347030408
DE,Q30953,2026,2,2482,939520552.0,2.6417729710291638
DE,Q30953,2026,3,1944,966588633.0,2.011196835582899
DE,Q30953,2026,4,2374,940856808.0,2.5232319942993917
DE,Q30953,2026,5,3370,949380450.0,3.5496833750895123
DE,Q477918,2023,2,116,1008121796.0,0.1150654617926741
DE,Q477918,2023,3,908,1130556117.0,0.8031445642958739
DE,Q477918,2023,4,7455,1058416300.0,7.04354231883995
DE,Q477918,2023,5,18838,1065602480.0,17.678262160200678
DE,Q477918,2023,6,22825,1019080224.0,22.39764786172516
DE,Q477918,2023,7,18235,1096200614.0,16.634728869071772
DE,Q477918,2023,8,34353,1072558100.0,32.02903413810403
DE,Q477918,2023,9,28318,992596368.0,28.529219844979323
DE,Q477918,2023,10,10735,1104086001.0,9.722974469631012
DE,Q477918,2023,11,2735,1078845169.0,2.5351181787606447
DE,Q477918,2023,12,510,1155406164.0,0.4414032189636129
DE,Q477918,2024,1,1533,1335740029.0,1.1476784154980206
DE,Q477918,2024,2,3272,1116155910.0,2.931490099801559
DE,Q477918,2024,3,5457,1142964188.0,4.774427805606802
DE,Q477918,2024,4,14704,1077280119.0,13.64918904625214
DE,Q477918,2024,5,34280,1083180889.0,31.64753029537618
DE,Q477918,2024,6,19904,1055978549.0,18.84886773396
DE,Q477918,2024,7,23983,1063682946.0,22.547132197793083
DE,Q477918,2024,8,26956,1068072391.0,25.237989697273242
DE,Q477918,2024,9,14990,1019541571.0,14.702686409635374
DE,Q477918,2024,10,7075,1066646637.0,6.6329370520482875
DE,Q477918,2024,11,2961,1015043685.0,2.917115828369495
DE,Q477918,2024,12,108,1089010277.0,0.09917261781726969
DE,Q477918,2025,1,263,1204433626.0,0.21835989491047306
DE,Q477918,2025,2,1220,1023400858.0,1.1921037494381306
DE,Q477918,2025,3,4625,1106946392.0,4.178160779442696
DE,Q477918,2025,4,7813,1028668272.0,7.595257103448409
DE,Q477918,2025,5,13811,1026492186.0,13.454559312154375
DE,Q477918,2025,6,19870,943474520.0,21.060452167802055
DE,Q477918,2025,7,23973,965067983.0,24.84073704888415
DE,Q477918,2025,8,44695,993169707.0,45.002379437253616
DE,Q477918,2025,9,26039,978761012.0,26.60404294894411
DE,Q477918,2025,10,8821,1047346829.0,8.422233930303904
DE,Q477918,2025,11,2918,1039298236.0,2.8076637666880444
DE,Q477918,2025,12,228,1079604451.0,0.21118845868856093
DE,Q477918,2026,1,190,1172287155.0,0.16207633018038145
DE,Q477918,2026,2,820,939520552.0,0.8727855907509727
DE,Q477918,2026,3,2923,966588633.0,3.024037217288484
DE,Q477918,2026,4,6625,940856808.0,7.041454070022524
DE,Q477918,2026,5,17091,949380450.0,18.002266636099364
ES,Q11627066,2024,8,140,955115990.0,0.14657905580661465
ES,Q158856,2023,7,486,1402008920.0,0.34664544074370085
ES,Q158856,2023,8,2166,1450449858.0,1.4933298025115185
ES,Q158856,2023,9,1797,1411774102.0,1.2728665283307483
ES,Q158856,2023,10,1027,1565579735.0,0.6559870296226082
ES,Q158856,2023,11,378,1467851697.0,0.2575192035902248
ES,Q158856,2024,4,2355,1510057898.0,1.5595428513827752
ES,Q158856,2024,6,1444,994593622.0,1.451849245821928
ES,Q158856,2024,7,16079,933079992.0,17.23217745301305
ES,Q158856,2024,8,37593,955115990.0,39.35961746384332
ES,Q158856,2024,9,15698,961040110.0,16.334385876984886
ES,Q158856,2024,10,4344,1028230818.0,4.224732349930403
ES,Q158856,2024,11,142,915782834.0,0.15505859547483067
ES,Q158856,2025,3,1808,979276557.0,1.8462608821544577
ES,Q158856,2025,4,109,924558025.0,0.11789416894629193
ES,Q158856,2025,5,262,936098674.0,0.27988502417214195
ES,Q158856,2025,6,3634,887908388.0,4.0927645792214316
ES,Q158856,2025,7,2769,798506756.0,3.467722695135218
ES,Q158856,2025,8,1876,824780435.0,2.2745447398979586
ES,Q158856,2025,9,3467,880321186.0,3.938335297544458
ES,Q158856,2025,10,683,877393757.0,0.7784418279146703
ES,Q158856,2025,11,367,865135622.0,0.42421094527535247
ES,Q243257,2025,7,834,798506756.0,1.0444495224784298
ES,Q243257,2025,8,17364,824780435.0,21.052875726859355
ES,Q243257,2025,10,427,877393757.0,0.48666860983830773
ES,Q243257,2025,11,1395,865135622.0,1.6124639473000453
ES,Q243257,2025,12,2034,824823060.0,2.4659834316465403
ES,Q243257,2026,2,231,765269154.0,0.3018545812183618
ES,Q2502726,2024,6,244,994593622.0,0.24532632685633693
ES,Q2502726,2025,11,1036,865135622.0,1.1975001070988152
ES,Q27958,2024,8,458,955115990.0,0.47952291113878226
ES,Q30953,2023,2,375,1276056984.0,0.29387402341900426
ES,Q30953,2023,3,1180,1477105744.0,0.7988595297209812
ES,Q30953,2023,4,331,1206146370.0,0.27442772140499
ES,Q30953,2023,5,127,1610435120.0,0.0788606746231416
ES,Q30953,2023,6,877,1439047783.0,0.6094307710698166
ES,Q30953,2023,7,556,1402008920.0,0.3965737964063738
ES,Q30953,2023,8,631,1450449858.0,0.4350374447759779
ES,Q30953,2023,9,1257,1411774102.0,0.8903690740744301
ES,Q30953,2023,10,616,1565579735.0,0.3934644695691593
ES,Q30953,2023,11,153,1467851697.0,0.10423396335794814
ES,Q30953,2023,12,96,1334054775.0,0.0719610632179627
ES,Q30953,2024,1,104,1684174621.0,0.06175131646280757
ES,Q30953,2024,2,2026,1477756858.0,1.3709968517703202
ES,Q30953,2024,3,3358,1529123039.0,2.1960299559648453
ES,Q30953,2024,4,5584,1510057898.0,3.697871457376398
ES,Q30953,2024,5,1135,1180334681.0,0.9615916724893725
ES,Q30953,2024,6,894,994593622.0,0.8988595746293656
ES,Q30953,2024,7,413,933079992.0,0.44262014354713547
ES,Q30953,2024,8,204,955115990.0,0.21358662417535276
ES,Q30953,2024,9,1091,961040110.0,1.1352283725181875
ES,Q30953,2025,4,101,924558025.0,0.10924138590436225
ES,Q30953,2025,8,420,824780435.0,0.5092264343055131
ES,Q477918,2023,3,229,1477105744.0,0.15503290873398703
ES,Q477918,2023,4,391,1206146370.0,0.3241729277019671
ES,Q477918,2023,5,1881,1610435120.0,1.1680073146939318
ES,Q477918,2023,6,4791,1439047783.0,3.329284862252555
ES,Q477918,2023,7,3657,1402008920.0,2.608399952262786
ES,Q477918,2023,8,5126,1450449858.0,3.5340759776888477
ES,Q477918,2023,9,5842,1411774102.0,4.138055792158171
ES,Q477918,2023,10,5244,1565579735.0,3.349557919514077
ES,Q477918,2023,11,212,1467851697.0,0.14442875968552293
ES,Q477918,2023,12,216,1334054775.0,0.16191239224041606
ES,Q477918,2024,1,93,1684174621.0,0.05521992722154908
ES,Q477918,2024,2,95,1477756858.0,0.06428662434263595
ES,Q477918,2024,3,195,1529123039.0,0.1275240742743135
ES,Q477918,2024,4,646,1510057898.0,0.4277981664514959
ES,Q477918,2024,5,949,1180334681.0,0.804009248627678
ES,Q477918,2024,6,2214,994593622.0,2.226034785491516
ES,Q477918,2024,7,3605,933079992.0,3.8635487106233013
ES,Q477918,2024,8,5325,955115990.0,5.575239086930164
ES,Q477918,2024,9,3552,961040110.0,3.695995581287445
ES,Q477918,2024,10,1205,1028230818.0,1.1719158567371397
ES,Q477918,2024,11,373,915782834.0,0.40730180360642143
ES,Q477918,2025,4,97,924558025.0,0.10491499438339741
ES,Q477918,2025,5,1149,936098674.0,1.2274347052434773
ES,Q477918,2025,6,3786,887908388.0,4.263953411373787
ES,Q477918,2025,7,4655,798506756.0,5.829631327502506
ES,Q477918,2025,8,7351,824780435.0,8.912675044237684
ES,Q477918,2025,9,3424,880321186.0,3.8894894891238025
ES,Q477918,2025,10,2640,877393757.0,3.008911311412488
ES,Q477918,2026,5,99,733341575.0,0.13499848280114216
FR,Q11627066,2023,8,176,1138264718.0,0.15462132596821823
FR,Q11627066,2024,7,110,904675669.0,0.12159053655282953
FR,Q11627066,2024,8,640,1025672394.0,0.6239809160740656
FR,Q11627066,2025,3,217,1042223698.0,0.20820866040219324
FR,Q11627066,2025,8,118,868565937.0,0.13585612211269574
FR,Q158856,2023,2,203,1120336981.0,0.18119548264737678
FR,Q158856,2023,4,586,1114711904.0,0.5256963686287143
FR,Q158856,2023,5,112,1086000340.0,0.10313072277675346
FR,Q158856,2023,8,7094,1138264718.0,6.232293672832614
FR,Q158856,2023,10,116,1300282127.0,0.08921140850227191
FR,Q158856,2024,3,256,1192545486.0,0.21466686428764029
FR,Q158856,2024,6,141,955000728.0,0.14764386650813108
FR,Q158856,2024,7,368,904675669.0,0.40677561319492056
FR,Q158856,2024,8,9165,1025672394.0,8.935601712216894
FR,Q158856,2024,9,1958,951637286.0,2.0575066034140237
FR,Q158856,2024,10,661,1022104086.0,0.6467051732341866
FR,Q158856,2024,12,143,1018339794.0,0.1404246410113283
FR,Q158856,2025,7,379,850948651.0,0.44538527624976515
FR,Q158856,2025,8,1487,868565937.0,1.7120174032337168
FR,Q202864,2023,7,734,1026263229.0,0.7152161153773541
FR,Q202864,2024,6,129,955000728.0,0.13507843106063055
FR,Q202864,2024,10,391,1022104086.0,0.38254420988588045
FR,Q202864,2024,11,296,1188772051.0,0.24899643270634061
FR,Q202864,2025,7,408,850948651.0,0.4794648884166337
FR,Q243257,2023,4,91,1114711904.0,0.0816354429099198
FR,Q243257,2023,5,123,1086000340.0,0.11325963304947032
FR,Q243257,2023,6,239,938656264.0,0.2546192990621751
FR,Q243257,2023,7,567,1026263229.0,0.552489832995858
FR,Q243257,2023,8,887,1138264718.0,0.7792563416693725
FR,Q243257,2023,9,670,1259974462.0,0.5317568095280967
FR,Q243257,2023,10,96,1300282127.0,0.07383013117429399
FR,Q243257,2023,11,118,1197136167.0,0.09856856993612155
FR,Q243257,2024,7,1512,904675669.0,1.6713171933443476
FR,Q243257,2024,8,3996,1025672394.0,3.8959808447374473
FR,Q243257,2024,9,611,951637286.0,0.6420513456005968
FR,Q243257,2025,1,701,1547811209.0,0.45289761175259713
FR,Q243257,2025,2,648,1023633774.0,0.6330389016648449
FR,Q243257,2025,3,7948,1042223698.0,7.626001994823188
FR,Q243257,2025,4,26669,1004282241.0,26.55528387462544
FR,Q243257,2025,5,9482,993153468.0,9.547366349225697
FR,Q243257,2025,6,12153,889307505.0,13.665689237605163
FR,Q243257,2025,7,14938,850948651.0,17.55452574305803
FR,Q243257,2025,8,23415,868565937.0,26.95822965482009
FR,Q243257,2025,9,19489,903295430.0,21.57544403828103
FR,Q243257,2025,10,3484,865956600.0,4.023296317621461
FR,Q243257,2025,11,302,904573964.0,0.3338588241746034
FR,Q243257,2025,12,133,931359562.0,0.14280199122495293
FR,Q243257,2026,5,208,867962839.0,0.23964159599233717
FR,Q2502726,2023,8,182,1138264718.0,0.15989250753531659
FR,Q30953,2023,3,198,1207401767.0,0.16398849613411243
FR,Q30953,2023,4,650,1114711904.0,0.5831103064994271
FR,Q30953,2023,5,374,1086000340.0,0.3443829492723732
FR,Q30953,2023,6,1207,938656264.0,1.2858807278997715
FR,Q30953,2023,7,6078,1026263229.0,5.922457151585229
FR,Q30953,2023,8,8082,1138264718.0,7.100281570881476
FR,Q30953,2023,9,8950,1259974462.0,7.103318575039499
FR,Q30953,2023,10,4463,1300282127.0,3.4323320357382716
FR,Q30953,2023,11,1598,1197136167.0,1.3348523284569684
FR,Q30953,2023,12,1412,1133013491.0,1.2462340574195334
FR,Q30953,2024,1,2753,1309784571.0,2.1018723696662023
FR,Q30953,2024,2,4935,1112986352.0,4.434016635632563
FR,Q30953,2024,3,4702,1192545486.0,3.942826546408143
FR,Q30953,2024,4,4232,1004009603.0,4.2150991258994965
FR,Q30953,2024,5,2831,966309456.0,2.929703297863619
FR,Q30953,2024,6,5697,955000728.0,5.965440478700871
FR,Q30953,2024,7,14738,904675669.0,16.29092116105092
FR,Q30953,2024,8,3535,1025672394.0,3.446519591127847
FR,Q30953,2024,9,1485,951637286.0,1.5604684913533327
FR,Q30953,2024,10,370,1022104086.0,0.36199835718101214
FR,Q30953,2024,11,226,1188772051.0,0.19011214118794922
FR,Q30953,2025,2,505,1023633774.0,0.4933405020690535
FR,Q30953,2025,3,757,1042223698.0,0.7263315941219367
FR,Q30953,2025,4,594,1004282241.0,0.5914671949277255
FR,Q30953,2025,5,474,993153468.0,0.47726762808827045
FR,Q30953,2025,6,1294,889307505.0,1.4550647472608476
FR,Q30953,2025,7,1528,850948651.0,1.7956430134819028
FR,Q30953,2025,8,3622,868565937.0,4.170092155018509
FR,Q30953,2025,9,590,903295430.0,0.6531639377385092
FR,Q477918,2023,4,980,1114711904.0,0.8791509236452901
FR,Q477918,2023,5,5620,1086000340.0,5.1749523393335215
FR,Q477918,2023,6,9493,938656264.0,10.113393330532338
FR,Q477918,2023,7,15023,1026263229.0,14.638544552198898
FR,Q477918,2023,8,19798,1138264718.0,17.393142110902186
FR,Q477918,2023,9,14945,1259974462.0,11.861351519996125
FR,Q477918,2023,10,5105,1300282127.0,3.9260710379663633
FR,Q477918,2024,3,1607,1192545486.0,1.347537698868117
FR,Q477918,2024,4,3091,1004009603.0,3.0786558124185595
FR,Q477918,2024,5,7781,966309456.0,8.05228589215006
FR,Q477918,2024,6,9286,955000728.0,9.72355279712415
FR,Q477918,2024,7,13887,904675669.0,15.350252555537669
FR,Q477918,2024,8,22396,1025672394.0,21.835432181866835
FR,Q477918,2024,9,9180,951637286.0,9.64653249200242
FR,Q477918,2024,10,2186,1022104086.0,2.138725429182953
FR,Q477918,2024,11,107,1188772051.0,0.09000884560668394
FR,Q477918,2025,4,3335,1004282241.0,3.3207796213534757
FR,Q477918,2025,5,6086,993153468.0,6.1279552416565695
