country,qid,title,year,month,views,total_views,views_norm
France,Q7367,Moustique,2019,2,8035,779462657,10.308383509897896
France,Q7367,Moustique,2019,3,10087,859340914,11.738065575218265
France,Q7367,Moustique,2019,4,12155,823434314,14.76134743639066
France,Q7367,Moustique,2019,5,15319,843843762,18.153834500941656
France,Q7367,Moustique,2019,6,27284,736511790,37.04489238386802
France,Q7367,Moustique,2019,7,32398,750363466,43.17640912437493
France,Q7367,Moustique,2019,8,30499,798527770,38.19403801072566
France,Q7367,Moustique,2019,9,18482,805558983,22.94307479654783
France,Q7367,Moustique,2019,10,14863,875175735,16.982874873696083
France,Q7367,Moustique,2019,11,10729,930187416,11.53423473103618
France,Q7367,Moustique,2019,12,8917,925684149,9.632875327543282
France,Q7367,Moustique,2020,1,8974,957286462,9.374414405956573
France,Q7367,Moustique,2020,2,8705,872750761,9.974210724291765
France,Q7367,Moustique,2020,3,11495,974918147,11.790733442978983
France,Q7367,Moustique,2020,4,18312,1134231023,16.144859053110206
France,Q7367,Moustique,2020,5,24536,1084785304,22.618300514882343
France,Q7367,Moustique,2020,6,24662,878046129,28.087362594590974
France,Q7367,Moustique,2020,7,27637,846119140,32.66324881860018
France,Q7367,Moustique,2020,8,30826,833220634,36.99620333694232
France,Q7367,Moustique,2020,9,18112,820015249,22.08739413332544
France,Q7367,Moustique,2020,10,10482,905851339,11.57143512264544
France,Q7367,Moustique,2020,11,10202,1036446190,9.843251003701408
France,Q7367,Moustique,2020,12,7600,1016869361,7.473919749657989
France,Q7367,Moustique,2021,1,7596,1026387492,7.400713725767032
France,Q7367,Moustique,2021,2,7278,912893537,7.972452104236991
France,Q7367,Moustique,2021,3,9301,1001687821,9.285328028361842
France,Q7367,Moustique,2021,4,10743,973048271,11.040562241541663
France,Q7367,Moustique,2021,5,14266,1000296515,14.261771170921254
France,Q7367,Moustique,2021,6,21293,869617497,24.485477895116453
France,Q7367,Moustique,2021,7,23354,833732527,28.011381640625377
France,Q7367,Moustique,2021,8,24015,875768402,27.42163332812275
France,Q7367,Moustique,2021,9,17345,841141143,20.62079609866379
France,Q7367,Moustique,2021,10,11223,904126879,12.413080797258324
France,Q7367,Moustique,2021,11,8212,919750582,8.928507533143371
France,Q7367,Moustique,2021,12,6496,912028409,7.122585147454545
France,Q7367,Moustique,2022,1,7179,1010423601,7.104940930610745
France,Q7367,Moustique,2022,2,5723,913565308,6.264467301772803
France,Q7367,Moustique,2022,3,7831,943600446,8.299063478823324
France,Q7367,Moustique,2022,4,10146,890367476,11.395294946735005
France,Q7367,Moustique,2022,5,14936,1121683719,13.315696525679892
France,Q7367,Moustique,2022,6,16361,1041100279,15.715104807881817
France,Q7367,Moustique,2022,7,19855,1065512494,18.634225419040465
France,Q7367,Moustique,2022,8,21834,1077926913,20.255547696859484
France,Q7367,Moustique,2022,9,14232,1132524513,12.566615412411828
France,Q7367,Moustique,2022,10,11233,1331515134,8.436254093676716
France,Q7367,Moustique,2022,11,8667,1345107583,6.443350784381089
France,Q7367,Moustique,2022,12,5271,1335877183,3.945722007290247
France,Q7367,Moustique,2023,1,6174,1460542230,4.227197182788752
France,Q7367,Moustique,2023,2,5725,1120336981,5.110069646089813
France,Q7367,Moustique,2023,3,7178,1207401767,5.94499709722555
France,Q7367,Moustique,2023,4,7952,1114711904,7.133681780436069
France,Q7367,Moustique,2023,5,12111,1086000340,11.15193021026126
France,Q7367,Moustique,2023,6,16831,938656264,17.930951558642132
France,Q7367,Moustique,2023,7,18566,1026263229,18.09087520176561
France,Q7367,Moustique,2023,8,21435,1138264718,18.83129614845885
France,Q7367,Moustique,2023,9,16265,1259974462,12.908991801454466
France,Q7367,Moustique,2023,10,11099,1300282127,8.535839853161345
France,Q7367,Moustique,2023,11,6298,1197136167,5.260888588624522
France,Q7367,Moustique,2023,12,5701,1133013491,5.03171413693255
France,Q7367,Moustique,2024,1,6731,1309784571,5.1390130476655305
France,Q7367,Moustique,2024,2,6415,1112986352,5.763772384515278
France,Q7367,Moustique,2024,3,7285,1192545486,6.108781665372888
France,Q7367,Moustique,2024,4,8276,1004009603,8.24294904677321
France,Q7367,Moustique,2024,5,10159,966309456,10.51319526774868
France,Q7367,Moustique,2024,6,10603,955000728,11.102609337487332
France,Q7367,Moustique,2024,7,14350,904675669,15.86203817757367
France,Q7367,Moustique,2024,8,17920,1025672394,17.47146565007384
France,Q7367,Moustique,2024,9,9933,951637286,10.437800353274515
France,Q7367,Moustique,2024,10,18895,1022104086,18.486375564689798
France,Q7367,Moustique,2024,11,5717,1188772051,4.809164208723478
France,Q7367,Moustique,2024,12,4324,1018339794,4.246126907223661
France,Q7367,Moustique,2025,1,4163,1547811209,2.689604504602085
France,Q7367,Moustique,2025,2,3665,1023633774,3.580382059570457
France,Q7367,Moustique,2025,3,4903,1042223698,4.704364340792412
France,Q7367,Moustique,2025,4,6532,1004282241,6.5041476721681875
France,Q7367,Moustique,2025,5,7353,993153468,7.403689597749056
France,Q7367,Moustique,2025,6,9653,889307505,10.854513141660712
France,Q7367,Moustique,2025,7,12534,850948651,14.729443410328646
France,Q7367,Moustique,2025,8,13820,868565937,15.911284810147926
France,Q7367,Moustique,2025,9,7271,903295430,8.049415239485933
France,Q7367,Moustique,2025,10,5112,865956600,5.903298156050776
France,Q7367,Moustique,2025,11,3692,904573964,4.08147940017429
France,Q7367,Moustique,2025,12,3104,931359562,3.33276226137033
